,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
,227321,GCA_000149205.2,PRJNA848821,Aspergillus nidulans FGSC A4,strain=FGSC A4,GCF_000011425.1,29828291,Aspergillus_nidulans_fgsc_a4_gca_000149205.ASM14920v2.dna.toplevel.fa,GCF_000011425.1_ASM1142v1_genomic.fna.gz, 30068514, 29828291,Aspergillus_nidulans_fgsc_a4_gca_000149205.ASM14920v2.dna.toplevel.fa_vs_GCF_000011425.1_ASM1142v1_genomic.fna_blast.xml,0,0,57,6,0,0,35,10215,10202708,0,30,705,19614458,0,77,Aspergillus_nidulans_fgsc_a4_gca_000149205_subject_array_1753407923.bin
,229533,GCA_000240135.3,PRJNA243,Fusarium graminearum PH-1,strain=PH-1; NRRL 31084,GCF_000240135.3,36458046,Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.dna.toplevel.fa,GCF_000240135.3_ASM24013v3_genomic.fna.gz, 36565771, 36458046,Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.dna.toplevel.fa_vs_GCF_000240135.3_ASM24013v3_genomic.fna_blast.xml,0,0,6,0,0,0,1,234366,36201750,0,0,2,21921,0,0,Fusarium_graminearum_ph_1_gca_000240135_subject_array_1753407936.bin
,229533,GCA_900044135.1,PRJNA243,Fusarium graminearum PH-1,strain=PH-1; NRRL 31084,GCF_000240135.3,36458046,Fusarium_graminearum.GCA900044135v1.dna.toplevel.fa,GCF_000240135.3_ASM24013v3_genomic.fna.gz, 38047942, 36458046,Fusarium_graminearum.GCA900044135v1.dna.toplevel.fa_vs_GCF_000240135.3_ASM24013v3_genomic.fna_blast.xml,0,0,114,51,0,0,300,235150,25136203,0,324,2412,11083344,0,148,Fusarium_graminearum_subject_array_1753407953.bin
,231269,GCA_003316985.1,PRJNA576242,Fusarium coffeatum,strain=FIESC_28,GCF_003316985.1,37769732,Fusarium_coffeatum_gca_003316985.ASM331698v1.dna.toplevel.fa,GCF_003316985.1_ASM331698v1_genomic.fna.gz, 37769732, 37769732,Fusarium_coffeatum_gca_003316985.ASM331698v1.dna.toplevel.fa_vs_GCF_003316985.1_ASM331698v1_genomic.fna_blast.xml,0,0,0,1,0,0,13,4,37769632,0,18,63,1,0,0,Fusarium_coffeatum_gca_003316985_subject_array_1753407967.bin
,235443,GCA_000149245.3,PRJNA177334,Cryptococcus neoformans H99,strain=H99,GCF_000149245.1,18891193,Cryptococcus_neoformans_var_grubii_h99_gca_000149245.CNA3.dna.toplevel.fa,GCF_000149245.1_CNA3_genomic.fna.gz, 18916112, 18916112,Cryptococcus_neoformans_var_grubii_h99_gca_000149245.CNA3.dna.toplevel.fa_vs_GCF_000149245.1_CNA3_genomic.fna_blast.xml,0,0,0,0,0,0,0,99,18916013,0,0,0,0,0,0,Cryptococcus_neoformans_var_grubii_h99_gca_000149245_subject_array_1753407977.bin
,236234,GCA_001883845.1,PRJNA374862,Diplodia corticola,strain=CBS 112549,GCF_001883845.1,34986079,Diplodia_corticola_gca_001883845.ASM188384v1.dna.toplevel.fa,GCF_001883845.1_ASM188384v1_genomic.fna.gz, 34986079, 34986079,Diplodia_corticola_gca_001883845.ASM188384v1.dna.toplevel.fa_vs_GCF_001883845.1_ASM188384v1_genomic.fna_blast.xml,0,0,0,0,0,0,3,11539,34974484,0,6,11,36,0,0,Diplodia_corticola_gca_001883845_subject_array_1753407991.bin
,237561,GCA_000784635.1,PRJNA14005,Candida albicans SC5314,strain=SC5314,GCF_000182965.3,14282666,Candida_albicans_sc5314_gca_000784635.Cand_albi_SC5314_V4.dna.toplevel.fa,GCF_000182965.3_ASM18296v3_genomic.fna.gz, 15213099, 14282666,Candida_albicans_sc5314_gca_000784635.Cand_albi_SC5314_V4.dna.toplevel.fa_vs_GCF_000182965.3_ASM18296v3_genomic.fna_blast.xml,0,0,380,237,0,0,4535,78624,13696620,0,8306,53667,439517,0,780,Candida_albicans_sc5314_gca_000784635_subject_array_1753407997.bin
,237561,GCA_000784655.1,PRJNA14005,Candida albicans SC5314,strain=SC5314,GCF_000182965.3,14282666,Candida_albicans_sc5314_gca_000784655.Cand_albi_SC5314_V3.dna.toplevel.fa,GCF_000182965.3_ASM18296v3_genomic.fna.gz, 14699893, 14282666,Candida_albicans_sc5314_gca_000784655.Cand_albi_SC5314_V3.dna.toplevel.fa_vs_GCF_000182965.3_ASM18296v3_genomic.fna_blast.xml,0,0,326,245,0,0,4378,63799,13712068,0,7289,51739,441978,0,844,Candida_albicans_sc5314_gca_000784655_subject_array_1753408003.bin
,237561,GCA_000182965.3,PRJNA14005,Candida albicans SC5314,strain=SC5314,GCF_000182965.3,14282666,Candida_albicans.GCA000182965v3.dna.toplevel.fa,GCF_000182965.3_ASM18296v3_genomic.fna.gz, 14323179, 14282666,Candida_albicans.GCA000182965v3.dna.toplevel.fa_vs_GCF_000182965.3_ASM18296v3_genomic.fna_blast.xml,0,0,0,0,0,0,0,5744,14275086,0,0,1820,16,0,0,Candida_albicans_subject_array_1753408009.bin
,240176,GCA_000182895.1,PRJNA29797,Coprinopsis cinerea okayama7#130,strain=okayama7#130,GCF_000182895.1,36150142,Coprinopsis_cinerea_okayama7_130_gca_000182895.CC3.dna.toplevel.fa,GCF_000182895.1_CC3_genomic.fna.gz, 36192590, 36192590,Coprinopsis_cinerea_okayama7_130_gca_000182895.CC3.dna.toplevel.fa_vs_GCF_000182895.1_CC3_genomic.fna_blast.xml,0,0,0,0,0,0,1,1,36192582,0,1,5,0,0,0,Coprinopsis_cinerea_okayama7_130_gca_000182895_subject_array_1753408026.bin
,245834,GCA_010093505.1,PRJNA625775,Neohortaea acidophila,strain=CBS 113389,GCF_010093505.1,20432448,Neohortaea_acidophila_gca_010093505.Horac1.dna.toplevel.fa,GCF_010093505.1_Horac1_genomic.fna.gz, 20432448, 20432448,Neohortaea_acidophila_gca_010093505.Horac1.dna.toplevel.fa_vs_GCF_010093505.1_Horac1_genomic.fna_blast.xml,0,0,0,0,0,0,0,17526,20414922,0,0,0,0,0,0,Neohortaea_acidophila_gca_010093505_subject_array_1753408035.bin
,246409,GCA_000149305.1,PRJNA1151041,Rhizopus delemar RA 99-880,strain=RA 99-880,GCF_000149305.1,46087117,Rhizopus_delemar_ra_99_880_gca_000149305.RO3.dna.toplevel.fa,GCF_000149305.1_RO3_genomic.fna.gz, 46148878, 46148878,Rhizopus_delemar_ra_99_880_gca_000149305.RO3.dna.toplevel.fa_vs_GCF_000149305.1_RO3_genomic.fna_blast.xml,0,0,7,2,0,0,14,820614,45326204,0,9,212,1809,0,7,Rhizopus_delemar_ra_99_880_gca_000149305_subject_array_1753408207.bin
,246410,GCA_000149335.2,PRJNA16822,Coccidioides immitis RS,strain=RS,GCF_000149335.2,28947925,Coccidioides_immitis_rs_gca_000149335.ASM14933v2.dna.toplevel.fa,GCF_000149335.2_ASM14933v2_genomic.fna.gz, 29016019, 29016019,Coccidioides_immitis_rs_gca_000149335.ASM14933v2.dna.toplevel.fa_vs_GCF_000149335.2_ASM14933v2_genomic.fna_blast.xml,0,0,2,6,0,0,6,133,29015644,0,3,39,186,0,0,Coccidioides_immitis_rs_gca_000149335_subject_array_1753408253.bin
,253628,GCA_000836295.1,PRJNA326657,Verruconis gallopava,strain=CBS 43764,GCF_000836295.1,31780469,Verruconis_gallopava_gca_000836295.O_gall_CBS43764.dna.toplevel.fa,GCF_000836295.1_O_gall_CBS43764_genomic.fna.gz, 31780469, 31780469,Verruconis_gallopava_gca_000836295.O_gall_CBS43764.dna.toplevel.fa_vs_GCF_000836295.1_O_gall_CBS43764_genomic.fna_blast.xml,0,0,3,1,0,0,0,430507,31349177,0,2,50,725,0,4,Verruconis_gallopava_gca_000836295_subject_array_1753408295.bin
,254056,GCA_001642475.1,PRJNA342681,Fonsecaea monophora,strain=CBS 269.37,GCF_001642475.1,35229797,Fonsecaea_monophora_gca_001642475.ASM164247v1.dna.toplevel.fa,GCF_001642475.1_ASM164247v1_genomic.fna.gz, 35229797, 35229797,Fonsecaea_monophora_gca_001642475.ASM164247v1.dna.toplevel.fa_vs_GCF_001642475.1_ASM164247v1_genomic.fna_blast.xml,0,0,0,0,0,0,2,0,35229789,0,4,2,0,0,0,Fonsecaea_monophora_gca_001642475_subject_array_1753408310.bin
,264951,GCA_004022145.1,PRJNA531022,Paecilomyces variotii,strain=CBS 101075,GCF_004022145.1,30105809,Byssochlamys_spectabilis_gca_004022145.Paevar1.dna.toplevel.fa,GCF_004022145.1_Paevar1_genomic.fna.gz, 30105809, 30105809,Byssochlamys_spectabilis_gca_004022145.Paevar1.dna.toplevel.fa_vs_GCF_004022145.1_Paevar1_genomic.fna_blast.xml,0,0,0,0,0,0,6,0,30105789,0,6,8,0,0,0,Byssochlamys_spectabilis_gca_004022145_subject_array_1753408326.bin
,2656787,GCA_003357145.1,PRJNA602438,Venustampulla echinocandica,strain=BP 5553,GCF_003357145.1,33639795,Venustampulla_echinocandica_gca_003357145.ASM335714v1.dna.toplevel.fa,GCF_003357145.1_ASM335714v1_genomic.fna.gz, 33639795, 33639795,Venustampulla_echinocandica_gca_003357145.ASM335714v1.dna.toplevel.fa_vs_GCF_003357145.1_ASM335714v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,53374,33586412,0,1,0,8,0,0,Venustampulla_echinocandica_gca_003357145_subject_array_1753408342.bin
,2675880,GCA_003012295.1,PRJNA801208,Fusarium flagelliforme,strain=FIESC 12 MPI-CAGE-AA-0113,GCF_020744385.1,40328194,Fusarium_flagelliforme_gca_003012295.FIESC_12_NRRL13405_FIE12Z_contigs.dna.toplevel.fa,GCF_020744385.1_Fuseq1_genomic.fna.gz, 39607924, 40328194,Fusarium_flagelliforme_gca_003012295.FIESC_12_NRRL13405_FIE12Z_contigs.dna.toplevel.fa_vs_GCF_020744385.1_Fuseq1_genomic.fna_blast.xml,0,0,8611,1447,0,0,7680,1150930,17514579,0,17146,389886,21220143,0,17772,Fusarium_flagelliforme_gca_003012295_subject_array_1753408362.bin
,27334,GCA_000769735.1,PRJNA319326,Penicillium expansum,strain=MD-8,GCF_000769745.1,32356048,Penicillium_expansum_gca_000769735.ASM76973v1.dna.toplevel.fa,GCF_000769745.1_ASM76974v1_genomic.fna.gz, 32065046, 32356048,Penicillium_expansum_gca_000769735.ASM76973v1.dna.toplevel.fa_vs_GCF_000769745.1_ASM76974v1_genomic.fna_blast.xml,0,0,1792,277,1,0,1987,459045,16209501,0,6350,111015,15560319,0,5761,Penicillium_expansum_gca_000769735_subject_array_1753408377.bin
,27334,GCA_000769755.1,PRJNA319326,Penicillium expansum,strain=MD-8,GCF_000769745.1,32356048,Penicillium_expansum_gca_000769755.PEX1.dna.toplevel.fa,GCF_000769745.1_ASM76974v1_genomic.fna.gz, 31087040, 32356048,Penicillium_expansum_gca_000769755.PEX1.dna.toplevel.fa_vs_GCF_000769745.1_ASM76974v1_genomic.fna_blast.xml,0,0,1823,302,1,0,2207,1223768,16289561,0,5144,87840,14740601,0,4801,Penicillium_expansum_gca_000769755_subject_array_1753408390.bin
,2754530,GCA_002105105.1,PRJNA721999,Protomyces lactucae-debilis,strain=12-1054,GCF_002105105.1,12928838,Protomyces_lactucaedebilis_gca_002105105.Prola1.dna.toplevel.fa,GCF_002105105.1_Prola1_genomic.fna.gz, 12928838, 12928838,Protomyces_lactucaedebilis_gca_002105105.Prola1.dna.toplevel.fa_vs_GCF_002105105.1_Prola1_genomic.fna_blast.xml,0,0,0,0,0,0,2,0,12928836,0,0,0,0,0,0,Protomyces_lactucaedebilis_gca_002105105_subject_array_1753408396.bin
,283643,GCA_000149385.1,PRJNA19119,Cryptococcus deneoformans B-3501A,strain=B-3501A,GCF_000149385.1,19699782,Cryptococcus_neoformans_var_neoformans_b_3501a_gca_000149385.ASM14938v1.dna.toplevel.fa,GCF_000149385.1_ASM14938v1_genomic.fna.gz, 19699782, 19699782,Cryptococcus_neoformans_var_neoformans_b_3501a_gca_000149385.ASM14938v1.dna.toplevel.fa_vs_GCF_000149385.1_ASM14938v1_genomic.fna_blast.xml,0,0,1,0,0,0,0,1180144,18519528,0,0,5,103,0,1,Cryptococcus_neoformans_var_neoformans_b_3501a_gca_000149385_subject_array_1753408403.bin
,284592,GCA_000006445.2,PRJNA12410,Debaryomyces hansenii CBS767,strain=CBS767,GCF_000006445.2,12152486,Debaryomyces_hansenii_cbs767_gca_000006445.ASM644v2.dna.toplevel.fa,GCF_000006445.2_ASM644v2_genomic.fna.gz, 12152486, 12181948,Debaryomyces_hansenii_cbs767_gca_000006445.ASM644v2.dna.toplevel.fa_vs_GCF_000006445.2_ASM644v2_genomic.fna_blast.xml,0,0,7,0,0,0,7,25950,12153369,0,15,164,2415,0,21,Debaryomyces_hansenii_cbs767_gca_000006445_subject_array_1753408408.bin
,284813,GCA_000091225.2,PRJNA155,Encephalitozoon cuniculi GB-M1,na,GCF_000091225.2,2497519,Encephalitozoon_cuniculi_gb_m1_gca_000091225.ASM9122v2.dna.toplevel.fa,GCF_000091225.2_ASM9122v2_genomic.fna.gz, 2497519, 2497519,Encephalitozoon_cuniculi_gb_m1_gca_000091225.ASM9122v2.dna.toplevel.fa_vs_GCF_000091225.2_ASM9122v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,800,2496719,0,0,0,0,0,0,Encephalitozoon_cuniculi_gb_m1_gca_000091225_subject_array_1753408410.bin
,28985,GCA_000002515.1,PRJNA12377,Kluyveromyces lactis,strain=NRRL Y-1140,GCF_000002515.2,10689156,Kluyveromyces_lactis_gca_000002515.ASM251v1.dna.toplevel.fa,GCF_000002515.2_ASM251v1_genomic.fna.gz, 10689156, 10729447,Kluyveromyces_lactis_gca_000002515.ASM251v1.dna.toplevel.fa_vs_GCF_000002515.2_ASM251v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,40291,10689156,0,0,0,0,0,0,Kluyveromyces_lactis_gca_000002515_subject_array_1753408414.bin
,293939,GCA_010723975.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010723975.ASM1072397v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30957489, 30229310,Aspergillus_lentulus_gca_010723975.ASM1072397v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml,0,0,3238,465,0,0,3892,417336,14997180,0,8514,138861,14652671,0,7153,Aspergillus_lentulus_gca_010723975_subject_array_1753408425.bin
,293939,GCA_010724455.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724455.ASM1072445v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30229310, 30229310,Aspergillus_lentulus_gca_010724455.ASM1072445v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml,0,0,0,0,0,0,2,3427,30225873,0,3,4,1,0,0,Aspergillus_lentulus_gca_010724455_subject_array_1753408436.bin
,293939,GCA_010724575.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724575.ASM1072457v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 31053882, 30229310,Aspergillus_lentulus_gca_010724575.ASM1072457v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml,0,0,2925,378,0,0,3564,374701,16805546,0,7786,132411,12895498,0,6501,Aspergillus_lentulus_gca_010724575_subject_array_1753408449.bin
,293939,GCA_010724635.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724635.ASM1072463v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 31225736, 30229310,Aspergillus_lentulus_gca_010724635.ASM1072463v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml,0,0,3410,433,0,0,4054,465645,16420689,0,9274,145191,13172949,0,7665,Aspergillus_lentulus_gca_010724635_subject_array_1753408463.bin
,293939,GCA_010724915.1,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus_gca_010724915.ASM1072491v1.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30753187, 30229310,Aspergillus_lentulus_gca_010724915.ASM1072491v1.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml,1,0,3258,428,0,0,3786,458685,14515230,0,8452,132699,15099371,0,7400,Aspergillus_lentulus_gca_010724915_subject_array_1753408476.bin
,293939,GCA_001445615.2,PRJNA625765,Aspergillus lentulus,strain=IFM 58399,GCF_010724455.1,30229310,Aspergillus_lentulus.GCA001445615v2.dna.toplevel.fa,GCF_010724455.1_ASM1072445v1_genomic.fna.gz, 30774200, 30229310,Aspergillus_lentulus.GCA001445615v2.dna.toplevel.fa_vs_GCF_010724455.1_ASM1072445v1_genomic.fna_blast.xml,0,0,7695,860,0,0,6348,823418,12040130,0,14210,266231,17051723,0,18695,Aspergillus_lentulus_subject_array_1753408489.bin
,294746,GCA_000149425.1,PRJNA19593,Meyerozyma guilliermondii ATCC 6260,strain=ATCC 6260,GCF_000149425.1,10609954,Meyerozyma_guilliermondii_atcc_6260_gca_000149425.ASM14942v1.dna.toplevel.fa,GCF_000149425.1_ASM14942v1_genomic.fna.gz, 10609954, 10609954,Meyerozyma_guilliermondii_atcc_6260_gca_000149425.ASM14942v1.dna.toplevel.fa_vs_GCF_000149425.1_ASM14942v1_genomic.fna_blast.xml,0,0,0,0,0,0,5,35374,10574519,0,31,10,15,0,0,Meyerozyma_guilliermondii_atcc_6260_gca_000149425_subject_array_1753408494.bin
,294747,GCA_000006335.3,PRJNA39569,Candida tropicalis MYA-3404,strain=MYA-3404,GCF_000006335.3,14579835,Candida_tropicalis.GCA000006335v3.dna.toplevel.fa,GCF_000006335.3_ASM633v3_genomic.fna.gz, 14630139, 14630139,Candida_tropicalis.GCA000006335v3.dna.toplevel.fa_vs_GCF_000006335.3_ASM633v3_genomic.fna_blast.xml,0,0,0,2,0,0,5,53984,14576067,0,1,41,39,0,0,Candida_tropicalis_subject_array_1753408501.bin
,294750,GCA_000149475.3,PRJNA1072634,Cryptococcus deuterogattii R265,na,GCF_002954075.1,17550122,Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.dna.toplevel.fa,GCF_002954075.1_C._deuterogattii_R265_chr_genomic.fna.gz, 17475811, 17550122,Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.dna.toplevel.fa_vs_GCF_002954075.1_C._deuterogattii_R265_chr_genomic.fna_blast.xml,0,0,1200,86,0,0,953,253572,8066718,0,482,7215,9219166,0,730,Cryptococcus_gattii_vgii_r265_gca_000149475_subject_array_1753408508.bin
,29845,GCA_002072255.1,PRJNA973687,Penicillium vulpinum,strain=IBT 29486,GCF_028829585.1,31511571,Penicillium_vulpinum_gca_002072255.ASM207225v1.dna.toplevel.fa,GCF_028829585.1_ASM2882958v1_genomic.fna.gz, 31061096, 31539044,Penicillium_vulpinum_gca_002072255.ASM207225v1.dna.toplevel.fa_vs_GCF_028829585.1_ASM2882958v1_genomic.fna_blast.xml,0,0,1375,125,0,0,1328,74768,13774195,0,2943,58514,17622580,0,3216,Penicillium_vulpinum_gca_002072255_subject_array_1753408524.bin
,318751,GCA_010094085.1,PRJNA625779,Westerdykella ornata,strain=CBS 379.55,GCF_010094085.1,26979746,Westerdykella_ornata_gca_010094085.Wesor1.dna.toplevel.fa,GCF_010094085.1_Wesor1_genomic.fna.gz, 26979746, 26979746,Westerdykella_ornata_gca_010094085.Wesor1.dna.toplevel.fa_vs_GCF_010094085.1_Wesor1_genomic.fna_blast.xml,0,0,0,0,0,0,0,81221,26898408,0,1,4,112,0,0,Westerdykella_ornata_gca_010094085_subject_array_1753408536.bin
,322104,GCA_000209165.1,PRJNA18881,Scheffersomyces stipitis CBS 6054,strain=CBS 6054,GCF_000209165.1,15441179,Scheffersomyces_stipitis_cbs_6054_gca_000209165.ASM20916v1.dna.toplevel.fa,GCF_000209165.1_ASM20916v1_genomic.fna.gz, 15441179, 15441179,Scheffersomyces_stipitis_cbs_6054_gca_000209165.ASM20916v1.dna.toplevel.fa_vs_GCF_000209165.1_ASM20916v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,100,15441079,0,0,0,0,0,0,Scheffersomyces_stipitis_cbs_6054_gca_000209165_subject_array_1753408544.bin
,330879,GCA_000002655.1,PRJNA14003,Aspergillus fumigatus Af293,strain=Af293,GCF_000002655.1,29384958,Aspergillus_fumigatus.GCA000002655v1.dna.toplevel.fa,GCF_000002655.1_ASM265v1_genomic.fna.gz, 29420142, 29384958,Aspergillus_fumigatus.GCA000002655v1.dna.toplevel.fa_vs_GCF_000002655.1_ASM265v1_genomic.fna_blast.xml,0,0,0,1,0,0,0,574786,28810046,0,0,34,91,0,0,Aspergillus_fumigatus_subject_array_1753408555.bin
,331117,GCA_000149645.4,PRJNA18475,Aspergillus fischeri NRRL 181,strain=NRRL 181,GCF_000149645.3,31377515,Aspergillus_fischeri.GCA000149645v4.dna.toplevel.fa,GCF_000149645.3_ASM14964v4_genomic.fna.gz, 31377515, 31377515,Aspergillus_fischeri.GCA000149645v4.dna.toplevel.fa_vs_GCF_000149645.3_ASM14964v4_genomic.fna_blast.xml,0,0,31,1,0,0,28,7553,31345772,0,22,145,23943,0,20,Aspergillus_fischeri_subject_array_1753408569.bin
,33203,GCA_001653205.1,PRJNA1120879,Purpureocillium lilacinum,strain=CBS 284.36,GCF_023168085.1,38571925,Purpureocillium_lilacinum_gca_001653205.ASM165320v1.dna.toplevel.fa,GCF_023168085.1_PurlilCBS_1.0_genomic.fna.gz, 38140521, 38571925,Purpureocillium_lilacinum_gca_001653205.ASM165320v1.dna.toplevel.fa_vs_GCF_023168085.1_PurlilCBS_1.0_genomic.fna_blast.xml,1,0,13742,1998,5,0,12909,2305606,16023234,0,29839,431498,19721164,0,31929,Purpureocillium_lilacinum_gca_001653205_subject_array_1753408586.bin
,33203,GCA_001653265.1,PRJNA1120879,Purpureocillium lilacinum,strain=CBS 284.36,GCF_023168085.1,38571925,Purpureocillium_lilacinum_gca_001653265.ASM165326v1.dna.toplevel.fa,GCF_023168085.1_PurlilCBS_1.0_genomic.fna.gz, 38534601, 38571925,Purpureocillium_lilacinum_gca_001653265.ASM165326v1.dna.toplevel.fa_vs_GCF_023168085.1_PurlilCBS_1.0_genomic.fna_blast.xml,1,0,13188,2162,3,0,14791,2372751,18674903,0,35005,456004,16971010,0,32107,Purpureocillium_lilacinum_gca_001653265_subject_array_1753408604.bin
,33203,GCA_003144605.1,PRJNA1120879,Purpureocillium lilacinum,strain=CBS 284.36,GCF_023168085.1,38571925,Purpureocillium_lilacinum_gca_003144605.ASM314460v1.dna.toplevel.fa,GCF_023168085.1_PurlilCBS_1.0_genomic.fna.gz, 37598801, 38571925,Purpureocillium_lilacinum_gca_003144605.ASM314460v1.dna.toplevel.fa_vs_GCF_023168085.1_PurlilCBS_1.0_genomic.fna_blast.xml,2,0,14307,2074,4,0,13493,2507119,18376743,0,34959,438213,17149787,0,35224,Purpureocillium_lilacinum_gca_003144605_subject_array_1753408620.bin
,336963,GCA_000003515.2,PRJNA39807,Uncinocarpus reesii 1704,strain=1704,GCF_000003515.1,22327935,Uncinocarpus_reesii_1704_gca_000003515.ASM351v2.dna.toplevel.fa,GCF_000003515.1_ASM351v2_genomic.fna.gz, 22349738, 22349738,Uncinocarpus_reesii_1704_gca_000003515.ASM351v2.dna.toplevel.fa_vs_GCF_000003515.1_ASM351v2_genomic.fna_blast.xml,0,0,5,3,0,0,13,179243,22169215,0,16,193,1041,0,9,Uncinocarpus_reesii_1704_gca_000003515_subject_array_1753408631.bin
,342668,GCA_001662655.1,PRJNA342683,Pseudogymnoascus verrucosus,strain=UAMH 10579,GCF_001662655.1,30174856,Pseudogymnoascus_verrucosus_gca_001662655.ASM166265v1.dna.toplevel.fa,GCF_001662655.1_ASM166265v1_genomic.fna.gz, 30174856, 30174856,Pseudogymnoascus_verrucosus_gca_001662655.ASM166265v1.dna.toplevel.fa_vs_GCF_001662655.1_ASM166265v1_genomic.fna_blast.xml,0,0,0,0,0,0,1,14112,30158929,0,0,12,1801,0,1,Pseudogymnoascus_verrucosus_gca_001662655_subject_array_1753408644.bin
,34475,GCA_004679265.1,PRJNA835131,Rhodofomes roseus,strain=CIRM-BRFM 1785,GCF_022264815.1,38369625,Fomitopsis_rosea_gca_004679265.ASM467926v1.dna.toplevel.fa,GCF_022264815.1_Fomros1_genomic.fna.gz, 36531131, 38369625,Fomitopsis_rosea_gca_004679265.ASM467926v1.dna.toplevel.fa_vs_GCF_022264815.1_Fomros1_genomic.fna_blast.xml,1,0,21664,2876,1,0,21680,2754870,17797220,0,53892,561202,17103528,0,52691,Fomitopsis_rosea_gca_004679265_subject_array_1753408664.bin
,348802,GCA_000835505.1,PRJNA326602,Exophiala xenobiotica,strain=CBS 118157,GCF_000835505.1,31405760,Exophiala_xenobiotica_gca_000835505.Exop_xeno_CBS118157_V1.dna.toplevel.fa,GCF_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna.gz, 31405760, 31405760,Exophiala_xenobiotica_gca_000835505.Exop_xeno_CBS118157_V1.dna.toplevel.fa_vs_GCF_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna_blast.xml,0,0,0,0,0,0,0,17638,31388091,0,0,5,26,0,0,Exophiala_xenobiotica_gca_000835505_subject_array_1753408677.bin
,36035,GCA_900491785.1,PRJNA801202,Saccharomycodes ludwigii,strain=NBRC 1722,GCF_020623625.1,12500424,Saccharomycodes_ludwigii_gca_900491785.S_ludwigii_v1.dna.toplevel.fa,GCF_020623625.1_UHD_SCDLUD_16_genomic.fna.gz, 10785241, 12500424,Saccharomycodes_ludwigii_gca_900491785.S_ludwigii_v1.dna.toplevel.fa_vs_GCF_020623625.1_UHD_SCDLUD_16_genomic.fna_blast.xml,0,0,5011,569,2,0,4784,1526179,5544490,0,10805,66654,5329942,0,11988,Saccharomycodes_ludwigii_gca_900491785_subject_array_1753408683.bin
,36050,GCA_001675295.1,PRJNA774197,Fusarium poae,strain=DAOMC 252244,GCF_019609905.1,43859651,Fusarium_poae_gca_001675295.FPOA1.0.dna.toplevel.fa,GCF_019609905.1_ASM1960990v1_genomic.fna.gz, 46476831, 44000513,Fusarium_poae_gca_001675295.FPOA1.0.dna.toplevel.fa_vs_GCF_019609905.1_ASM1960990v1_genomic.fna_blast.xml,2,0,7776,1648,3,0,17859,1316311,35164902,0,42143,433301,7001927,0,14641,Fusarium_poae_gca_001675295_subject_array_1753408717.bin
,36646,GCA_002072405.1,PRJNA973687,Penicillium coprophilum,strain=IBT 35676,GCF_028826855.1,29014640,Penicillium_coprophilum_gca_002072405.ASM207240v1.dna.toplevel.fa,GCF_028826855.1_ASM2882685v1_genomic.fna.gz, 28360408, 29023283,Penicillium_coprophilum_gca_002072405.ASM207240v1.dna.toplevel.fa_vs_GCF_028826855.1_ASM2882685v1_genomic.fna_blast.xml,0,0,34052,6494,1,0,41637,2477817,13584349,0,86272,1560894,11160683,0,71084,Penicillium_coprophilum_gca_002072405_subject_array_1753408730.bin
