#name,species,division,taxonomy_id,assembly,assembly_accession,genebuild,variation,microarray,pan_compara,peptide_compara,genome_alignments,other_alignments,core_db,species_id,#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,fasta_filename,downloaded_filename
spizellomyces_punctatus_daom_br117_gca_000182565,EnsemblFungi,645134,S_punctatus_V1,GCA_000182565.2,2015-07-BroadInstitute,N,N,N,Y,N,Y,fungi_chytridiomycota1_collection_core_61_114_1,2,,GCF_000182565.1,PRJNA319336,SAMN00716787,ACOE00000000.1,reference genome,645134,109760,Spizellomyces punctatus DAOM BR117,strain=DAOM BR117,na,latest,Scaffold,Major,Full,2015-07-29,S_punctatus_V1,Broad Institute,GCA_000182565.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/565/GCF_000182565.1_S_punctatus_V1,na,na,na,haploid,fungi,24131112,23906001,47.5,0,38,329,Broad Institute,Annotation submitted by Broad Institute,2022-04-18,9169,8950,214,na,Spizellomyces_punctatus_daom_br117_gca_000182565.S_punctatus_V1.dna.toplevel.fa,GCF_000182565.1_S_punctatus_V1_genomic.fna.gz
lobosporangium_transversale_gca_002105155,EnsemblFungi,64571,Lobtra1,GCA_002105155.1,2017-05-DOEJointGenomeInstitute,N,N,N,Y,N,Y,fungi_mucoromycota1_collection_core_61_114_1,19,,GCF_002105155.1,PRJNA396744,SAMN05421885,MCFF00000000.1,reference genome,64571,64571,Lobosporangium transversale,strain=NRRL 3116,na,latest,Contig,Major,Full,2017-04-20,Lobtra1,DOE Joint Genome Institute,GCA_002105155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/155/GCF_002105155.1_Lobtra1,na,assembly from type material,na,haploid,fungi,42768949,42768949,41.5,0,138,138,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2017-08-29,11983,11818,165,na,Lobosporangium_transversale_gca_002105155.Lobtra1.dna.toplevel.fa,GCF_002105155.1_Lobtra1_genomic.fna.gz
phanerochaete_carnosa_hhb_10118_sp_gca_000300595,EnsemblFungi,650164,Phanerochaete carnosa HHB-10118-Sp v1.0,GCA_000300595.1,2012-10-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,48,,GCF_000300595.1,PRJNA242544,SAMN02981278,AEHB00000000.1,reference genome,650164,231932,Phanerochaete carnosa HHB-10118-sp,strain=HHB-10118-sp,na,latest,Scaffold,Major,Full,2012-10-16,Phanerochaete carnosa HHB-10118-Sp v1.0,DOE Joint Genome Institute,GCA_000300595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/595/GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0,na,na,na,haploid,fungi,46293325,43133388,53.0,0,1137,2598,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2020-02-05,14080,13918,138,22937793,Phanerochaete_carnosa_hhb_10118_sp_gca_000300595.Phanerochaete_carnosa_HHB-10118-Sp_v1.0.dna.toplevel.fa,GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0_genomic.fna.gz
schizosaccharomyces_cryophilus,EnsemblFungi,653667,SCY4,GCA_000004155.2,2013-08-Broad,N,N,N,Y,Y,Y,schizosaccharomyces_cryophilus_core_61_114_2,1,,GCF_000004155.1,PRJNA264109,SAMN02953762,ACQJ00000000.2,reference genome,653667,866546,Schizosaccharomyces cryophilus OY26,strain=OY26,na,latest,Scaffold,Major,Full,2013-07-31,SCY4,Broad Institute,GCA_000004155.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/155/GCF_000004155.1_SCY4,na,assembly from type material,na,haploid,fungi,11554764,11523874,37.5,0,30,198,Broad Institute,Annotation submitted by Broad Institute,2023-12-29,5494,5155,338,21511999,,GCF_000004155.1_SCY4_genomic.fna.gz
beauveria_bassiana_arsef_2860_gca_000280675,EnsemblFungi,655819,ASM28067v1,GCA_000280675.1,2012-08-ZhejiangUniversityChina,N,N,N,N,N,Y,fungi_ascomycota1_collection_core_61_114_1,115,,GCF_000280675.1,PRJNA225503,SAMN02981247,ADAH00000000.1,reference genome,655819,176275,Beauveria bassiana ARSEF 2860,strain=ARSEF 2860,na,latest,Scaffold,Major,Full,2012-08-14,ASM28067v1,"Zhejiang University, China",GCA_000280675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/280/675/GCF_000280675.1_ASM28067v1,na,na,na,haploid,fungi,33693936,33594836,51.5,0,235,1226,"Zhejiang University, China","Annotation submitted by Zhejiang University, China",2024-01-02,10364,10364,0,22761991,Beauveria_bassiana_arsef_2860_gca_000280675.ASM28067v1.dna.toplevel.fa,identical_genomic.fna.gz
metarhizium_anisopliae_arsef_23_gca_000187425,EnsemblFungi,655844,MAA 2.0,GCA_000187425.2,2014-12-MetarhiziumgenomesequencingConsortium,N,N,N,N,N,Y,fungi_ascomycota1_collection_core_61_114_1,129,,GCF_000187425.2,PRJNA245140,SAMN02981260,ADNJ00000000.2,reference genome,655844,568076,Metarhizium robertsii ARSEF 23,strain=ARSEF 23,na,latest,Scaffold,Major,Full,2014-12-19,MAA 2.0,Metarhizium genome sequencing Consortium,GCA_000187425.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/425/GCF_000187425.2_MAA_2.0,na,na,na,haploid,fungi,41656800,38960102,51.5,0,90,90,Metarhizium genome sequencing Consortium,Annotation submitted by Metarhizium genome sequencing Consortium,2023-12-29,11688,11688,0,25368161;21253567,Metarhizium_anisopliae_arsef_23_gca_000187425.MAA_2.0.dna.toplevel.fa,GCF_000187425.2_MAA_2.0_genomic.fna.gz
grosmannia_clavigera_kw1407_gca_000143105,EnsemblFungi,655863,Sanger-454-IlluminaPA_2.0,GCA_000143105.2,2011-02-TheTriaProject,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,106,,GCF_000143105.1,PRJNA264104,SAMN02953765,ACXQ00000000.2,reference genome,655863,226899,Grosmannia clavigera kw1407,strain=kw1407,na,latest,Scaffold,Major,Full,2011-01-31,Sanger-454-IlluminaPA_2.0,Michael Smith Laboratories at UBC,GCA_000143105.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/105/GCF_000143105.1_Sanger-454-IlluminaPA_2.0,na,na,na,haploid,fungi,29794006,29128709,53.5,0,289,333,Michael Smith Laboratories at UBC,Annotation submitted by Michael Smith Laboratories at UBC,2023-12-29,8311,8311,0,21262841,Grosmannia_clavigera_kw1407_gca_000143105.Sanger-454-IlluminaPA_2.0.dna.toplevel.fa,GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.fna.gz
pseudogymnoascus_destructans_gca_001641265,EnsemblFungi,655981,ASM164126v1,GCA_001641265.1,2018-03-USForestService,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,149,,GCF_001641265.1,PRJNA342683,SAMN03382554,LAJJ00000000.1,reference genome,655981,655981,Pseudogymnoascus destructans,strain=20631-21,na,latest,Scaffold,Major,Full,2016-05-10,ASM164126v1,US Forest Service,GCA_001641265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/265/GCF_001641265.1_ASM164126v1,na,assembly from type material,na,haploid,fungi,35818201,35810421,49.0,0,83,86,US Forest Service,Annotation submitted by US Forest Service,2023-12-29,9620,9405,215,na,Pseudogymnoascus_destructans_gca_001641265.ASM164126v1.dna.toplevel.fa,GCF_001641265.1_ASM164126v1_genomic.fna.gz
fusarium_oxysporum_fo47_gca_000271705,EnsemblFungi,660027,FO_Fo47_V1,GCA_000271705.2,2014-04-BroadInstitute,N,N,N,N,N,Y,fungi_ascomycota1_collection_core_61_114_1,28,,GCF_013085055.1,PRJNA950323,SAMN14572364,na,reference genome,660027,5507,Fusarium oxysporum Fo47,strain=Fo47,na,latest,Complete Genome,Major,Full,2020-05-13,ASM1308505v1,Xi'an Jiaotong University,GCA_013085055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/085/055/GCF_013085055.1_ASM1308505v1,na,na,na,haploid,fungi,50358849,50358849,47.5,12,12,12,Xi'an Jiaotong University,Annotation submitted by Xi'an Jiaotong University,2023-09-15,16502,16202,295,32552518,Fusarium_oxysporum_fo47_gca_000271705.FO_Fo47_V1.dna.toplevel.fa,GCF_013085055.1_ASM1308505v1_genomic.fna.gz
fusarium_oxysporum_fo47_gca_013085055,EnsemblFungi,660027,ASM1308505v1,GCA_013085055.1,2020-07-XianJiaotongUniversity,N,N,N,N,N,Y,fungi_ascomycota5_collection_core_61_114_1,228,,GCF_013085055.1,PRJNA950323,SAMN14572364,na,reference genome,660027,5507,Fusarium oxysporum Fo47,strain=Fo47,na,latest,Complete Genome,Major,Full,2020-05-13,ASM1308505v1,Xi'an Jiaotong University,GCA_013085055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/085/055/GCF_013085055.1_ASM1308505v1,na,na,na,haploid,fungi,50358849,50358849,47.5,12,12,12,Xi'an Jiaotong University,Annotation submitted by Xi'an Jiaotong University,2023-09-15,16502,16202,295,32552518,Fusarium_oxysporum_fo47_gca_013085055.ASM1308505v1.dna.toplevel.fa,GCF_013085055.1_ASM1308505v1_genomic.fna.gz
fusarium_solani,EnsemblFungi,660122,v2.0,GCA_000151355.1,2.0,N,N,N,Y,Y,Y,fusarium_solani_core_61_114_1,1,,GCF_000151355.1,PRJNA51499,SAMN02746079,ACJF00000000.1,reference genome,660122,2747968,Fusarium vanettenii 77-13-4,na,77-13-4,latest,Scaffold,Major,Full,2009-08-27,v2.0,DOE Joint Genome Institute,GCA_000151355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/355/GCF_000151355.1_v2.0,na,na,na,haploid,fungi,51286497,51230363,51.0,17,209,233,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2020-08-07,15708,15708,0,19714214,,GCF_000151355.1_v2.0_genomic.fna.gz
trichophyton_verrucosum_hki_0517_gca_000151505,EnsemblFungi,663202,ASM15150v1,GCA_000151505.1,2014-08-ArthrodermaGenomeSequencingConsortium,N,N,N,N,N,Y,fungi_ascomycota1_collection_core_61_114_1,86,,GCF_000151505.1,PRJNA51485,SAMN02953766,ACYE00000000.1,reference genome,663202,63417,Trichophyton verrucosum HKI 0517,strain=HKI 0517,na,latest,Scaffold,Major,Full,2010-03-17,ASM15150v1,NCBI,GCA_000151505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/505/GCF_000151505.1_ASM15150v1,na,na,na,haploid,fungi,22540967,22539417,48.0,0,523,523,NCBI RefSeq,Annotation submitted by NCBI RefSeq,2012-09-13,8075,8017,41,na,Trichophyton_verrucosum_hki_0517_gca_000151505.ASM15150v1.dna.toplevel.fa,GCF_000151505.1_ASM15150v1_genomic.fna.gz
trichophyton_benhamiae_cbs_112371_gca_000151125,EnsemblFungi,663331,ASM15112v2,GCA_000151125.2,2016-11-ArthrodermaGenomeSequencingConsortium,N,N,N,N,N,Y,fungi_ascomycota1_collection_core_61_114_1,157,,GCF_000151125.1,PRJNA51431,SAMN02953733,ABSU00000000.1,reference genome,663331,63400,Trichophyton benhamiae CBS 112371,strain=CBS 112371,na,latest,Contig,Major,Full,2010-03-17,ASM15112v2,Arthroderma Genome Sequencing Consortium,GCA_000151125.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/125/GCF_000151125.1_ASM15112v2,na,na,na,haploid,fungi,22224160,22224160,48.5,0,68,68,Arthroderma Genome Sequencing Consortium,Annotation submitted by Arthroderma Genome Sequencing Consortium,2023-12-29,8031,7973,39,na,Trichophyton_benhamiae_cbs_112371_gca_000151125.ASM15112v2.dna.toplevel.fa,GCF_000151125.1_ASM15112v2_genomic.fna.gz
sclerotinia_sclerotiorum,EnsemblFungi,665079,ASM14694v1,GCA_000146945.1,2007-08-Broad,N,N,N,Y,N,Y,sclerotinia_sclerotiorum_core_61_114_1,1,,GCF_000146945.2,PRJNA20263,SAMN02953621,AAGT00000000.1,reference genome,665079,5180,Sclerotinia sclerotiorum 1980 UF-70,strain=1980,na,latest,Scaffold,Minor,Full,2015-07-16,ASM14694v2,Broad Institute,GCA_000146945.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/945/GCF_000146945.2_ASM14694v2,na,na,na,haploid,fungi,38330312,38001451,42.0,0,36,679,Broad Institute,Annotation submitted by Broad Institute,2023-04-03,14714,14490,220,na,,GCF_000146945.2_ASM14694v2_genomic.fna.gz
sclerotinia_sclerotiorum_1980_uf_70_gca_001857865,EnsemblFungi,665079,ASM185786v1,GCA_001857865.1,2016-11-CurtinUniversity,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,203,,GCF_000146945.2,PRJNA20263,SAMN02953621,AAGT00000000.1,reference genome,665079,5180,Sclerotinia sclerotiorum 1980 UF-70,strain=1980,na,latest,Scaffold,Minor,Full,2015-07-16,ASM14694v2,Broad Institute,GCA_000146945.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/945/GCF_000146945.2_ASM14694v2,na,na,na,haploid,fungi,38330312,38001451,42.0,0,36,679,Broad Institute,Annotation submitted by Broad Institute,2023-04-03,14714,14490,220,na,Sclerotinia_sclerotiorum_1980_uf_70_gca_001857865.ASM185786v1.dna.toplevel.fa,GCF_000146945.2_ASM14694v2_genomic.fna.gz
bipolaris_sorokiniana_nd90pr_gca_000338995,EnsemblFungi,665912,Cocsa1,GCA_000338995.1,2013-02-JGI,N,N,N,N,N,Y,fungi_ascomycota1_collection_core_61_114_1,161,,GCF_000338995.1,PRJNA245122,SAMN02981285,AEIN00000000.1,reference genome,665912,45130,Bipolaris sorokiniana ND90Pr,strain=ND90Pr,na,latest,Scaffold,Major,Full,2013-02-19,Cocsa1,JGI,GCA_000338995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/338/995/GCF_000338995.1_Cocsa1,na,na,na,haploid,fungi,34409167,33212626,50.0,0,154,503,JGI,Annotation submitted by JGI,2020-02-06,12304,12210,92,23236275,Bipolaris_sorokiniana_nd90pr_gca_000338995.Cocsa1.dna.toplevel.fa,GCF_000338995.1_Cocsa1_genomic.fna.gz
gloeophyllum_trabeum_atcc_11539_gca_000344685,EnsemblFungi,670483,Glotr1_1,GCA_000344685.1,2013-07-JGI,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,21,,GCF_000344685.1,PRJNA245137,SAMN02743873,AFVP00000000.1,reference genome,670483,104355,Gloeophyllum trabeum ATCC 11539,strain=ATCC 11539,na,latest,Scaffold,Major,Full,2013-03-21,Glotr1_1,JGI,GCA_000344685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/685/GCF_000344685.1_Glotr1_1,na,na,na,haploid,fungi,37178225,34429137,53.0,0,442,1454,JGI,Annotation submitted by JGI,2024-01-02,11883,11753,123,22745431,Gloeophyllum_trabeum_atcc_11539_gca_000344685.Glotr1_1.dna.toplevel.fa,GCF_000344685.1_Glotr1_1_genomic.fna.gz
postia_placenta_mad_698_r_sb12_gca_002117355,EnsemblFungi,670580,PosplRSB12_1,GCA_002117355.1,2017-05-DOEJointGenomeInstitute,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,177,,GCF_002117355.1,PRJNA445945,SAMN02193972,NEDQ00000000.1,reference genome,670580,104341,Postia placenta MAD-698-R-SB12,strain=MAD-698-R-SB12,na,latest,Scaffold,Major,Full,2017-05-03,PosplRSB12_1,DOE Joint Genome Institute,GCA_002117355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/355/GCF_002117355.1_PosplRSB12_1,na,na,na,haploid,fungi,42452888,39840202,54.0,0,549,1614,DOE Joint Genome Institute,Annotation submitted by DOE Joint Genome Institute,2018-03-31,12716,12537,163,na,Postia_placenta_mad_698_r_sb12_gca_002117355.PosplRSB12_1.dna.toplevel.fa,GCF_002117355.1_PosplRSB12_1_genomic.fna.gz
wallemia_mellicola_cbs_633_66_gca_000263375,EnsemblFungi,671144,Wallemia sebi v1.0,GCA_000263375.1,2013-06-JGI,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,42,,GCF_000263375.1,PRJNA225533,SAMN02769629,AFQX00000000.1,reference genome,671144,1708541,Wallemia mellicola CBS 633.66,strain=CBS 633.66,na,latest,Scaffold,Major,Full,2012-05-29,Wallemia sebi v1.0,JGI,GCA_000263375.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/263/375/GCF_000263375.1_Wallemia_sebi_v1.0,na,assembly from type material,na,haploid,fungi,9815586,9798416,40.0,0,56,106,JGI,Annotation submitted by JGI,2017-07-12,5395,5277,116,22326418,Wallemia_mellicola_cbs_633_66_gca_000263375.Wallemia_sebi_v1.0.dna.toplevel.fa,GCF_000263375.1_Wallemia_sebi_v1.0_genomic.fna.gz
exserohilum_turcica_et28a_gca_000359705,EnsemblFungi,671987,Setospaeria trucica Et28A v1.0,GCA_000359705.1,2013-04-JGI,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,67,,GCF_000359705.1,PRJNA245152,SAMN00120049,AIHT00000000.1,reference genome,671987,93612,Exserohilum turcica Et28A,strain=Et28A,na,latest,Scaffold,Major,Full,2013-04-25,Setospaeria trucica Et28A v1.0,JGI,GCA_000359705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/705/GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0,na,na,na,haploid,fungi,43013545,38252428,51.5,0,407,2126,JGI,Annotation submitted by JGI,2020-02-07,11835,11687,146,23236275;23357949,Exserohilum_turcica_et28a_gca_000359705.Setospaeria_trucica_Et28A_v1.0.dna.toplevel.fa,GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0_genomic.fna.gz
wickerhamomyces_anomalus_nrrl_y_366_8_gca_001661255,EnsemblFungi,683960,Wican1,GCA_001661255.1,2016-09-JGIPSF,N,N,N,Y,N,Y,fungi_ascomycota3_collection_core_61_114_1,182,,GCF_001661255.1,PRJNA352844,SAMN00138384,LWUN00000000.1,reference genome,683960,4927,Wickerhamomyces anomalus NRRL Y-366-8,strain=NRRL Y-366-8,na,latest,Scaffold,Major,Full,2016-09-09,Wican1,JGI-PSF,GCA_001661255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/255/GCF_001661255.1_Wican1,na,na,na,haploid,fungi,14145566,13720216,34.5,0,46,222,JGI-PSF,Annotation submitted by JGI-PSF,2024-12-04,6571,6417,154,27535936,Wickerhamomyces_anomalus_nrrl_y_366_8_gca_001661255.Wican1.dna.toplevel.fa,GCF_001661255.1_Wican1_genomic.fna.gz
batrachochytrium_dendrobatidis_jam81_gca_000203795,EnsemblFungi,684364,v1.0,GCA_000203795.1,2011-04-USDOEJointGenomeInstituteJGIPGF,N,N,N,N,N,Y,fungi_chytridiomycota1_collection_core_61_114_1,1,,GCF_000203795.2,PRJNA225502,SAMN02746048,ADAR00000000.1,reference genome,684364,109871,Batrachochytrium dendrobatidis JAM81,strain=JAM81,na,latest,Scaffold,Minor,Full,2011-04-12,v1.1,US DOE Joint Genome Institute (JGI-PGF),GCA_000203795.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/795/GCF_000203795.2_v1.1,na,na,na,haploid,fungi,23810896,23632276,39.5,0,62,425,US DOE Joint Genome Institute (JGI-PGF),Annotation submitted by US DOE Joint Genome Institute (JGI-PGF),2024-01-18,8386,8386,0,na,Batrachochytrium_dendrobatidis_jam81_gca_000203795.v1.0.dna.toplevel.fa,GCF_000203795.2_v1.1_genomic.fna.gz
aspergillus_aculeatus_atcc_16872_gca_001890905,EnsemblFungi,690307,Aspac1,GCA_001890905.1,2016-12-JGI,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,209,,GCF_001890905.1,PRJNA374040,SAMN00788628,MRCK00000000.1,reference genome,690307,5053,Aspergillus aculeatus ATCC 16872,strain=ATCC 16872,na,latest,Scaffold,Major,Full,2016-12-08,Aspac1,JGI,GCA_001890905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/905/GCF_001890905.1_Aspac1,na,assembly from type material,na,haploid,fungi,35424414,35185997,51.0,0,660,852,JGI,Annotation submitted by JGI,2025-02-21,11152,10830,321,na,Aspergillus_aculeatus_atcc_16872_gca_001890905.Aspac1.dna.toplevel.fa,GCF_001890905.1_Aspac1_genomic.fna.gz
sphaerulina_musiva_so2202_gca_000320565,EnsemblFungi,692275,Septoria musiva SO2202 v1.0,GCA_000320565.2,2016-06-JGI,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,93,,GCF_000320565.1,PRJNA264111,SAMN00120232,AEFD00000000.1,reference genome,692275,85929,Sphaerulina musiva SO2202,strain=SO2202,na,latest,Scaffold,Major,Full,2013-02-27,Septoria musiva SO2202 v1.0,JGI,GCA_000320565.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/320/565/GCF_000320565.1_Septoria_musiva_SO2202_v1.0,na,na,na,haploid,fungi,29352103,28917357,51.0,0,72,458,JGI,Annotation submitted by JGI,2020-02-05,10228,10144,76,23236275,Sphaerulina_musiva_so2202_gca_000320565.Septoria_musiva_SO2202_v1.0.dna.toplevel.fa,GCF_000320565.1_Septoria_musiva_SO2202_v1.0_genomic.fna.gz
fomitiporia_mediterranea_mf3_22_gca_000271605,EnsemblFungi,694068,Fomme1,GCA_000271605.1,2013-05-JGI,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,18,,GCF_000271605.1,PRJNA225512,SAMN02981288,AEJJ00000000.1,reference genome,694068,208960,Fomitiporia mediterranea MF3/22,strain=MF3/22,na,latest,Scaffold,Major,Full,2012-06-29,Fomme1,JGI,GCA_000271605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/605/GCF_000271605.1_Fomme1,na,na,na,haploid,fungi,63354419,56770801,41.0,0,1412,3952,JGI,Annotation submitted by JGI,2020-02-04,11411,11330,81,22745431,Fomitiporia_mediterranea_mf3_22_gca_000271605.Fomme1.dna.toplevel.fa,GCF_000271605.1_Fomme1_genomic.fna.gz
saitoella_complicata_nrrl_y_17804_gca_000227095,EnsemblFungi,698492,Scomplicata_3.0,GCA_000227095.3,2015-06-Saitoellacomplicatagenomesequencingconsortium,N,N,N,N,N,Y,fungi_ascomycota2_collection_core_61_114_1,198,,GCF_001661265.1,PRJNA352842,SAMN00760712,AEUO00000000.1,reference genome,698492,5606,Saitoella complicata NRRL Y-17804,strain=NRRL Y-17804,na,latest,Scaffold,Major,Full,2016-09-09,Saico1,JGI-PSF,GCA_001661265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/265/GCF_001661265.1_Saico1,na,assembly from type material,na,haploid,fungi,14136186,14112686,52.5,0,35,97,JGI-PSF,Annotation submitted by JGI-PSF,2020-02-05,7200,7023,177,27535936,Saitoella_complicata_nrrl_y_17804_gca_000227095.Scomplicata_3.0.dna.toplevel.fa,GCF_001661265.1_Saico1_genomic.fna.gz
saitoella_complicata_nrrl_y_17804_gca_001661265,EnsemblFungi,698492,Saico1,GCA_001661265.1,2016-09-JGIPSF,N,N,N,N,N,Y,fungi_ascomycota3_collection_core_61_114_1,173,,GCF_001661265.1,PRJNA352842,SAMN00760712,AEUO00000000.1,reference genome,698492,5606,Saitoella complicata NRRL Y-17804,strain=NRRL Y-17804,na,latest,Scaffold,Major,Full,2016-09-09,Saico1,JGI-PSF,GCA_001661265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/265/GCF_001661265.1_Saico1,na,assembly from type material,na,haploid,fungi,14136186,14112686,52.5,0,35,97,JGI-PSF,Annotation submitted by JGI-PSF,2020-02-05,7200,7023,177,27535936,Saitoella_complicata_nrrl_y_17804_gca_001661265.Saico1.dna.toplevel.fa,GCF_001661265.1_Saico1_genomic.fna.gz
baudoinia_panamericana_uamh_10762_gca_000338955,EnsemblFungi,717646,Bauco1,GCA_000338955.1,2016-06-JGI,N,N,N,Y,N,Y,fungi_ascomycota1_collection_core_61_114_1,4,,GCF_000338955.1,PRJNA245120,SAMN02981283,AEIF00000000.1,reference genome,717646,1709381,Baudoinia panamericana UAMH 10762,strain=UAMH 10762,na,latest,Scaffold,Major,Full,2013-02-11,Bauco1,JGI,GCA_000338955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/338/955/GCF_000338955.1_Bauco1,na,assembly from type material,na,haploid,fungi,21875620,21865565,55.0,0,19,36,JGI,Annotation submitted by JGI,2020-02-03,10541,10500,38,23236275,Baudoinia_panamericana_uamh_10762_gca_000338955.Bauco1.dna.toplevel.fa,GCF_000338955.1_Bauco1_genomic.fna.gz
trametes_versicolor_fp_101664_ss1_gca_000271585,EnsemblFungi,717944,Trametes versicolor v1.0,GCA_000271585.1,2013-05-JGI,N,N,N,N,N,Y,fungi_basidiomycota1_collection_core_61_114_1,43,,GCF_000271585.1,PRJNA242547,SAMN02981287,AEJI00000000.1,reference genome,717944,5325,Trametes versicolor FP-101664 SS1,strain=FP-101664 SS1,na,latest,Scaffold,Major,Full,2012-06-22,Trametes versicolor v1.0,JGI,GCA_000271585.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/585/GCF_000271585.1_Trametes_versicolor_v1.0,na,na,na,haploid,fungi,44794008,42885174,57.5,0,283,977,JGI,Annotation submitted by JGI,2022-04-18,14562,14292,268,22745431,Trametes_versicolor_fp_101664_ss1_gca_000271585.Trametes_versicolor_v1.0.dna.toplevel.fa,GCF_000271585.1_Trametes_versicolor_v1.0_genomic.fna.gz
stereum_hirsutum_fp_91666_ss1_gca_000264905,EnsemblFungi,721885,Stehi1,GCA_000264905.1,2013-05-JGI,N,N,N,Y,N,Y,fungi_basidiomycota1_collection_core_61_114_1,41,,GCF_000264905.1,PRJNA225528,SAMN02981277,AEGX00000000.1,reference genome,721885,40492,Stereum hirsutum FP-91666 SS1,strain=FP-91666 SS1,na,latest,Scaffold,Major,Full,2012-06-04,Stehi1,JGI,GCA_000264905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/264/905/GCF_000264905.1_Stehi1,na,na,na,haploid,fungi,46511623,45647489,51.5,0,159,669,JGI,Annotation submitted by JGI,2024-01-02,14449,14062,339,22745431,Stereum_hirsutum_fp_91666_ss1_gca_000264905.Stehi1.dna.toplevel.fa,GCF_000264905.1_Stehi1_genomic.fna.gz
