##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_009667565.1	PRJNA485481	na	na	na	2488573	2845074	Klebsiella phage 13	na	na	latest	Complete Genome	Major	Full	2020-07-22	ASM966756v1	Nanophagetherapy Center, Enviroinvest Corp.	GCA_009667565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/667/565/GCF_009667565.1_ASM966756v1	na	ICTV species exemplar	na	haploid	viral	43094	43094	50.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	70	70	0	na
GCF_003865855.1	PRJNA485481	na	na	na	2488595	2488595	Pseudomonas phage vB_PaeM_LCK69	na	na	latest	Complete Genome	Major	Full	2023-04-19	ASM386585v1	Biology, Leeward Community College	GCA_003865855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/865/855/GCF_003865855.1_ASM386585v1	na	ICTV species exemplar	na	haploid	viral	92319	92319	49.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-04-19	189	174	15	na
GCF_003865875.1	PRJNA485481	na	na	na	2488596	2488596	Escherichia phage vB_EcoS_PNS1	na	na	latest	Complete Genome	Major	Full	2023-04-04	ASM386587v1	Biology, Leeward Community College	GCA_003865875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/865/875/GCF_003865875.1_ASM386587v1	na	ICTV species exemplar	na	haploid	viral	43945	43945	54.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-04-04	57	57	0	na
GCF_003865675.1	PRJNA485481	na	na	na	2488654	2734188	Escherichia phage Skarpretter	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386567v1	Department of Environmental Science, Aarhus University	GCA_003865675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/865/675/GCF_003865675.1_ASM386567v1	na	ICTV species exemplar	na	haploid	viral	42042	42042	56.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	63	63	0	na
GCF_003867095.1	PRJNA485481	na	na	na	2488780	2734245	Arthrobacter phage Liebe	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386709v1	Department of Biological Sciences, University of Pittsburgh	GCA_003867095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/867/095/GCF_003867095.1_ASM386709v1	na	ICTV species exemplar	na	haploid	viral	45803	45803	69.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	69	69	0	na
GCF_003866975.1	PRJNA485481	na	na	na	2488784	2956566	Mycobacterium phage Centaur	na	na	latest	Complete Genome	Major	Full	2021-05-15	ASM386697v1	Biology, Western Kentucky University	GCA_003866975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/866/975/GCF_003866975.1_ASM386697v1	na	ICTV species exemplar	na	haploid	viral	53001	53001	63.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	98	97	1	na
GCF_004015365.1	PRJNA485481	na	na	na	2488789	2846398	Streptomyces phage Gilson	na	na	latest	Complete Genome	Major	Full	2020-06-19	ASM401536v1	Biology, Washington University in St. Louis	GCA_004015365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/015/365/GCF_004015365.1_ASM401536v1	na	ICTV species exemplar	na	haploid	viral	128338	128338	47.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-14	267	231	36	na
GCF_003865535.1	PRJNA485481	na	na	na	2488835	2733376	Pectobacterium phage Arno160	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386553v3	Laboratory of Molecular Bioengineering, IBCH	GCA_003865535.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/865/535/GCF_003865535.1_ASM386553v3	na	ICTV species exemplar	na	haploid	viral	41823	41823	51.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	48	48	0	na
GCF_003865695.1	PRJNA485481	na	na	na	2488859	2734260	Salmonella phage Lumpael	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386569v1	Department of Environmental Science, Aarhus University	GCA_003865695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/865/695/GCF_003865695.1_ASM386569v1	na	ICTV species exemplar	na	haploid	viral	41126	41126	59.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	58	58	0	na
GCF_003865715.1	PRJNA485481	na	na	na	2488949	2733678	Klebsiella phage kpssk3	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386571v1	Southwest Hospital, Third Military Medical University, Institute of Burn Research	GCA_003865715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/865/715/GCF_003865715.1_ASM386571v1	na	ICTV species exemplar	na	haploid	viral	40539	40539	53.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	42	42	0	na
GCF_003868295.1	PRJNA485481	na	na	na	2488953	2956065	Arthrobacter phage BigMack	na	na	latest	Complete Genome	Major	Full	2021-04-20	ASM386829v1	Department of Biological Sciences, University of Pittsburgh	GCA_003868295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/868/295/GCF_003868295.1_ASM386829v1	na	ICTV species exemplar	na	haploid	viral	43357	43357	61.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-04-20	61	61	0	na
GCF_003868375.1	PRJNA485481	na	na	na	2488957	3060429	Gordonia phage Maridalia	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM386837v1	Dept. of Biology and Chemistry, Nyack College	GCA_003868375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/868/375/GCF_003868375.1_ASM386837v1	na	ICTV species exemplar	na	haploid	viral	51628	51628	66.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	83	83	0	na
GCF_003867655.1	PRJNA485481	na	na	na	2488980	2955694	Mycobacterium phage Zerg	na	na	latest	Complete Genome	Major	Full	2020-11-29	ASM386765v1	Center for Life Sciences Education, The Ohio State University	GCA_003867655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/867/655/GCF_003867655.1_ASM386765v1	na	ICTV species exemplar	na	haploid	viral	58079	58079	61.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	104	104	0	na
GCF_003867175.1	PRJNA485481	na	na	na	2489618	2733338	Pectobacterium phage Clickz	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386717v1	Department of Environmental Science, Aarhus University	GCA_003867175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/867/175/GCF_003867175.1_ASM386717v1	na	ICTV species exemplar	na	haploid	viral	43310	43310	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	56	56	0	na
GCF_003867355.1	PRJNA485481	na	na	na	2489627	2733340	Pectobacterium phage Khlen	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386735v1	Department of Environmental Science, Aarhus University	GCA_003867355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/867/355/GCF_003867355.1_ASM386735v1	na	ICTV species exemplar	na	haploid	viral	44013	44013	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-11	55	55	0	na
GCF_003867375.1	PRJNA485481	na	na	na	2489628	2733341	Pectobacterium phage Koot	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386737v1	Department of Environmental Science, Aarhus University	GCA_003867375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/867/375/GCF_003867375.1_ASM386737v1	na	ICTV species exemplar	na	haploid	viral	43402	43402	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	53	53	0	na
GCF_003867495.1	PRJNA485481	na	na	na	2489634	2733344	Pectobacterium phage Phoria	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386749v1	Department of Environmental Science, Aarhus University	GCA_003867495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/867/495/GCF_003867495.1_ASM386749v1	na	ICTV species exemplar	na	haploid	viral	43825	43825	48.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	55	55	0	na
GCF_003867515.1	PRJNA485481	na	na	na	2489635	2733345	Pectobacterium phage Zenivior	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM386751v1	Department of Environmental Science, Aarhus University	GCA_003867515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/867/515/GCF_003867515.1_ASM386751v1	na	ICTV species exemplar	na	haploid	viral	43724	43724	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	54	54	0	na
GCF_018583715.1	PRJNA485481	na	na	na	2490442	3240584	Passionfruit Vietnam virus	na	DakNong	latest	Complete Genome	Major	Full	2023-05-04	ASM1858371v1	Department of Plant Pathology, National Chung Hsing University	GCA_018583715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/715/GCF_018583715.1_ASM1858371v1	na	ICTV species exemplar	na	haploid	viral	10071	10071	42.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023123035.1	PRJNA485481	na	na	na	2490812	2490812	Sclerotinia sclerotiorum hypovirus 6	strain=BLH-1-1	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312303v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023123035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/035/GCF_023123035.1_ASM2312303v1	na	ICTV species exemplar	na	haploid	viral	7382	7382	60.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023122995.1	PRJNA485481	na	na	na	2490813	2955932	Sclerotium rolfsii hypovirus 2	strain=BLH-1-17	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312299v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023122995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/995/GCF_023122995.1_ASM2312299v1	na	ICTV species exemplar	na	haploid	viral	11010	11010	52.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023123005.1	PRJNA485481	na	na	na	2490814	2955933	Sclerotium rolfsii hypovirus 3	strain=BLH-18	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312300v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023123005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/005/GCF_023123005.1_ASM2312300v1	na	ICTV species exemplar	na	haploid	viral	10739	10739	51.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023123015.1	PRJNA485481	na	na	na	2490815	2490815	Sclerotium rolfsii hypovirus 4	strain=BLH-19	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312301v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023123015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/015/GCF_023123015.1_ASM2312301v1	na	ICTV species exemplar	na	haploid	viral	11035	11035	52.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023123025.1	PRJNA485481	na	na	na	2490816	2490816	Sclerotium rolfsii hypovirus 5	strain=BLH-1-20	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312302v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023123025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/025/GCF_023123025.1_ASM2312302v1	na	ICTV species exemplar	na	haploid	viral	10758	10758	51.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023123045.1	PRJNA485481	na	na	na	2490817	2490817	Sclerotium rolfsii hypovirus 7	strain=BLH-1-2	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312304v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023123045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/045/GCF_023123045.1_ASM2312304v1	na	ICTV species exemplar	na	haploid	viral	10961	10961	50.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_023122975.1	PRJNA485481	na	na	na	2490823	2955278	Sclerotium rolfsii fusarivirus 1	strain=BLH-1-10	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312297v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023122975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/975/GCF_023122975.1_ASM2312297v1	na	ICTV species exemplar	na	haploid	viral	7301	7301	46.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_023122985.1	PRJNA485481	na	na	na	2490824	2955274	Sclerotium rolfsii fusarivirus 2	strain=BLH-1-11	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312298v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023122985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/985/GCF_023122985.1_ASM2312298v1	na	ICTV species exemplar	na	haploid	viral	7281	7281	49.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	na
GCF_004789155.1	PRJNA485481	na	na	na	2491018	2560290	Air potato virus 1	na	APV1-FL	latest	Complete Genome	Major	Full	2021-06-01	ampelo-1	Plant and Environmental Protection Sciences, University of Hawaii	GCA_004789155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/155/GCF_004789155.1_ampelo-1	na	ICTV species exemplar	na	haploid	viral	13398	13398	44.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	7	7	0	30460477
GCF_013088245.1	PRJNA485481	na	na	na	2491019	3240524	Dioscorea mosaic virus	na	DMV-FL	latest	Complete Genome	Major	Full	2021-06-01	APpotyvirus	Plant and Environmental Protection Sciences, University of Hawaii	GCA_013088245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/088/245/GCF_013088245.1_APpotyvirus	na	ICTV species exemplar	na	haploid	viral	9550	9550	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	30460477
GCF_004790815.1	PRJNA485481	na	na	na	2491321	2846374	Staphylococcus phage phiSP44-1	strain=Staphylococcus pseudintermedius 14-29-44	na	latest	Complete Genome	Major	Full	2021-05-27	ASM479081v1	Laboratoy of Bacterial Pathogenesis and Immunology, The Rockefeller University	GCA_004790815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/790/815/GCF_004790815.1_ASM479081v1	na	ICTV species exemplar	na	haploid	viral	42565	42565	36.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	66	66	0	na
GCF_014190335.1	PRJNA485481	na	na	na	2491323	2491323	Salmonella phage TS6	na	na	latest	Complete Genome	Major	Full	2023-01-10	ASM1419033v1	Food Biotechnology, College of Agriculture and Life Sciences, Seoul National University	GCA_014190335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/190/335/GCF_014190335.1_ASM1419033v1	na	ICTV species exemplar	na	haploid	viral	41515	41515	51.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-10	65	65	0	na
GCF_004006775.1	PRJNA485481	na	na	na	2492437	2733665	Klebsiella phage Henu1	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM400677v1	School of Basic Medicine, Henan University	GCA_004006775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/775/GCF_004006775.1_ASM400677v1	na	ICTV species exemplar	na	haploid	viral	40352	40352	53.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	42	42	0	na
GCF_004006835.1	PRJNA485481	na	na	na	2492447	3060190	Alteromonas phage ZP6	na	na	latest	Complete Genome	Major	Full	2023-01-31	ASM400683v2	College of Marine Life, Ocean University of China	GCA_004006835.3	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/006/835/GCF_004006835.1_ASM400683v2	na	ICTV species exemplar	na	haploid	viral	38080	38080	50.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-31	47	47	0	na
GCF_015644835.1	PRJNA485481	na	na	na	2492466	3060775	Streptococcus phage CHPC1198	na	na	latest	Complete Genome	Major	Full	2023-02-01	ASM1564483v1	Bacterial Physiology, R&D, Chr. Hansen A/S	GCA_015644835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/644/835/GCF_015644835.1_ASM1564483v1	na	ICTV species exemplar	na	haploid	viral	33245	33245	38.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-02-08	47	47	0	na
GCF_015644855.1	PRJNA485481	na	na	na	2492468	3060777	Streptococcus phage CHPC1282	na	na	latest	Complete Genome	Major	Full	2023-02-01	ASM1564485v1	Bacterial Physiology, R&D, Chr. Hansen A/S	GCA_015644855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/644/855/GCF_015644855.1_ASM1564485v1	na	ICTV species exemplar	na	haploid	viral	34785	34785	38.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-02-08	45	45	0	na
GCF_023123055.1	PRJNA485481	na	na	na	2492655	2955872	Sclerotium rolfsii hypovirus 8	strain=BLH-1-3	na	latest	Complete Genome	Major	Full	2023-05-04	ASM2312305v1	Department of Plant Pathology, Hunan Agricultural University	GCA_023123055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/055/GCF_023123055.1_ASM2312305v1	na	ICTV species exemplar	na	haploid	viral	12769	12769	50.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1	1	0	na
GCF_012271735.1	PRJNA485481	na	na	na	2492658	2734503	Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015	strain=Bat-CoV/P.kuhlii/Italy/3398-19/2015	na	latest	Complete Genome	Major	Full	2020-04-12	ASM1227173v1	Dept of Food Safety, Nutrition and Veterinary Public Health, Istituto superiore di sanita	GCA_012271735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/271/735/GCF_012271735.1_ASM1227173v1	na	ICTV species exemplar	na	haploid	viral	28128	28128	40.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-11-19	6	6	0	30447246
GCF_004138715.1	PRJNA485481	na	na	na	2492948	2846258	Staphylococcus phage Henu2	na	na	latest	Complete Genome	Major	Full	2021-05-27	ASM413871v1	Institute of Medical Biological Information, Medical College of Henan University	GCA_004138715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/138/715/GCF_004138715.1_ASM413871v1	na	ICTV species exemplar	na	haploid	viral	43513	43513	35.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	62	62	0	na
GCF_004138855.1	PRJNA485481	na	na	na	2492961	2955892	Mycobacterium phage Henu3	na	na	latest	Complete Genome	Major	Full	2020-11-28	ASM413885v1	Henan University, School of Basic Medical Sciences	GCA_004138855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/138/855/GCF_004138855.1_ASM413885v1	na	ICTV species exemplar	na	haploid	viral	58899	58899	67.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-11-28	86	86	0	na
GCF_000845005.1	PRJNA485481	na	na	na	2492962	1921008	Escherichia phage T1	na	na	latest	Complete Genome	Major	Full	2004-03-24	ViralProj14496	Microbiology & Immunology, Queen's University	GCA_000845005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/005/GCF_000845005.1_ViralProj14496	na	ICTV species exemplar	na	haploid	viral	48836	48836	45.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	78	78	0	14972552
GCF_003950135.1	PRJNA485481	na	na	na	2493121	2845027	Sulfolobales Beppu rod-shaped virus 1	na	na	latest	Complete Genome	Major	Full	2023-04-27	ASM395013v1	Microbiology, Institut Pasteur	GCA_003950135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/135/GCF_003950135.1_ASM395013v1	na	ICTV species exemplar	na	haploid	viral	34025	34025	27.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-04-28	60	60	0	30451355
GCF_003950175.1	PRJNA485481	na	na	na	2493123	2734583	Sulfolobales Beppu filamentous virus 2	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM395017v1	Microbiology, Institut Pasteur	GCA_003950175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/175/GCF_003950175.1_ASM395017v1	na	ICTV species exemplar	na	haploid	viral	38091	38091	39.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-10	68	68	0	30451355
GCF_003950155.1	PRJNA485481	na	na	na	2493124	2734585	Sulfolobales Beppu filamentous virus 3	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM395015v1	Microbiology, Institut Pasteur	GCA_003950155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/155/GCF_003950155.1_ASM395015v1	na	ICTV species exemplar	na	haploid	viral	31324	31324	38.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-10	54	54	0	30451355
GCF_003950075.1	PRJNA485481	na	na	na	2493125	2734592	Sulfolobus polyhedral virus 2	na	na	latest	Complete Genome	Major	Full	2021-06-01	ASM395007v1	Microbiology, Institut Pasteur	GCA_003950075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/950/075/GCF_003950075.1_ASM395007v1	na	ICTV species exemplar	na	haploid	viral	20424	20424	38.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-10	46	46	0	30451355
GCF_013088255.1	PRJNA485481	na	na	na	2494552	2494552	Celery latent virus	na	Ag097	latest	Complete Genome	Major	Full	2021-06-01	ASM1308825v1	Institute of Horticultural Production Systems, Phytomedicine Section, Leibniz Universitaet Hannover	GCA_013088255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/088/255/GCF_013088255.1_ASM1308825v1	na	ICTV species exemplar	na	haploid	viral	11519	11519	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	1	1	0	na
GCF_000954255.1	PRJNA485481	na	na	na	2494563	2494563	Paracoccus phage vB_PmaS-R3	na	na	latest	Complete Genome	Major	Full	2015-03-04	ViralProj276855	State Key Laboratory of Marine Environmental Science, Institute of Marine Microbes and Ecospheres	GCA_000954255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/954/255/GCF_000954255.1_ViralProj276855	na	ICTV species exemplar	na	haploid	viral	42093	42093	56.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2018-12-24	52	52	0	26561517
GCF_013088265.1	PRJNA485481	na	na	na	2495433	3052555	Alston virus	na	Alstonville	latest	Complete Genome	Major	Full	2021-06-01	ASM1308826v1	Health and Biosecurity, CSIRO Australian Animal Health Laboratory	GCA_013088265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/088/265/GCF_013088265.1_ASM1308826v1	na	ICTV species exemplar	na	haploid	viral	15270	15270	41.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	7	7	0	30487438
GCF_004768965.1	PRJNA485481	SAMD00154414	na	na	2495553	2846286	Staphylococcus phage SP120	strain=SP120	na	latest	Complete Genome	Major	Full	2021-05-27	ASM476896v1	Contact:Yasunori Tanji Tokyo Institute of Technology, School of Life Science and Technology; Midori-ku 4259, Yokohama, Kanagawa 226-8501, Japan	GCA_004768965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/768/965/GCF_004768965.1_ASM476896v1	na	ICTV species exemplar	na	haploid	viral	40530	40530	35.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	70	70	0	na
GCF_004768985.1	PRJNA485481	SAMD00154415	na	na	2495554	2846287	Staphylococcus phage SP197	strain=SP197	na	latest	Complete Genome	Major	Full	2021-05-27	ASM476898v1	Contact:Yasunori Tanji Tokyo Institute of Technology, School of Life Science and Technology; Midori-ku 4259, Yokohama, Kanagawa 226-8501, Japan	GCA_004768985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/768/985/GCF_004768985.1_ASM476898v1	na	ICTV species exemplar	na	haploid	viral	41149	41149	35.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	70	70	0	na
GCF_004769005.1	PRJNA485481	SAMD00154416	na	na	2495555	2846288	Staphylococcus phage SP276	strain=SP276	na	latest	Complete Genome	Major	Full	2021-05-27	ASM476900v1	Contact:Yasunori Tanji Tokyo Institute of Technology, School of Life Science and Technology; Midori-ku 4259, Yokohama, Kanagawa 226-8501, Japan	GCA_004769005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/769/005/GCF_004769005.1_ASM476900v1	na	ICTV species exemplar	na	haploid	viral	40147	40147	35.500000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	70	70	0	na
GCF_013088275.1	PRJNA485481	na	na	na	2495751	2734402	Cuiaba virus	strain=BeAn 227841	na	latest	Complete Genome	Major	Full	2021-06-01	ASM1308827v1	Pathology and Center for Biodefense and Emerging Infectious Diseases, University of Texas Medical Branch	GCA_013088275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/088/275/GCF_013088275.1_ASM1308827v1	na	ICTV species exemplar	na	haploid	viral	11705	11705	41.000000	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	7	7	0	30511209
GCF_004151645.1	PRJNA485481	na	na	na	2496520	3060196	Megavirus baoshan	strain=SH	na	latest	Contig	Major	Full	2023-05-04	ASM415164v1	Department of Microbiology and Microbial Engineering, Fudan University	GCA_004151645.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/151/645/GCF_004151645.1_ASM415164v1	na	ICTV species exemplar	na	haploid	viral	1224839	1224839	25.000000	0	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1071	1062	9	na
