Index	Sequence ID	Virus Tax ID	FTP Path
29577	NC_076492	2732257	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/255/GCF_018591255.1_ASM1859125v1
29578	NC_076493	N/A	N/A
29579	NC_076494	2740749	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/275/GCF_018591275.1_ASM1859127v1
29580	NC_076495	2771210	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/285/GCF_018591285.1_ASM1859128v1
29581	NC_076496	N/A	N/A
29582	NC_076497	2847797	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/305/GCF_018591305.1_ASM1859130v1
29583	NC_076498	2847798	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/315/GCF_018591315.1_ASM1859131v1
29584	NC_076499	2789449	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/325/GCF_018591325.1_ASM1859132v1
29585	NC_076500	2789450	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/335/GCF_018591335.1_ASM1859133v1
29586	NC_076501	2847805	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/345/GCF_018591345.1_ASM1859134v1
29587	NC_076502	2847847	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/591/355/GCF_018591355.1_ASM1859135v1
29588	NC_076503	1425365	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/181/185/GCF_019181185.1_ASM1918118v1
29589	NC_076504	N/A	N/A
29590	NC_076505	N/A	N/A
29591	NC_076508	2870356	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/775/GCF_021461775.1_ASM2146177v1
29592	NC_076509	39944	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/785/GCF_021461785.1_ASM2146178v1
29593	NC_076510	2358214	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/795/GCF_021461795.1_ASM2146179v1
29594	NC_076512	10295	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/835/GCF_021461835.1_ASM2146183v1
29595	NC_076513	83440	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/461/845/GCF_021461845.1_ASM2146184v1
29596	NC_076514	233046	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/345/GCF_023119345.1_ASM2311934v1
29597	NC_076517	204819	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/375/GCF_023119375.1_ASM2311937v1
29598	NC_076518	348094	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/385/GCF_023119385.1_ASM2311938v1
29599	NC_076519	348095	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/395/GCF_023119395.1_ASM2311939v1
29600	NC_076520	348096	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/405/GCF_023119405.1_ASM2311940v1
29601	NC_076521	217362	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/415/GCF_023119415.1_ASM2311941v1
29602	NC_076522	N/A	N/A
29603	NC_076523	2080457	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/435/GCF_023119435.1_AzfiMV1-Stockholm1
29604	NC_076524	2080464	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/445/GCF_023119445.1_SochMV1-G4
29605	NC_076525	2080463	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/455/GCF_023119455.1_PeexMV1-OPGC943
29606	NC_076526	2080462	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/465/GCF_023119465.1_OxruMV1-374
29607	NC_076527	2080458	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/475/GCF_023119475.1_CasaMV1-PurpleKush
29608	NC_076528	2080459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/485/GCF_023119485.1_DapiMV1-RioRiata
29609	NC_076529	2080461	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/495/GCF_023119495.1_HuluMV1-Karahanasou
29610	NC_076530	2557981	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/505/GCF_023119505.1_ASM2311950v1
29611	NC_076531	2813287	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/515/GCF_023119515.1_ASM2311951v1
29612	NC_076532	2813288	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/525/GCF_023119525.1_ASM2311952v1
29613	NC_076533	2817571	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/535/GCF_023119535.1_ASM2311953v1
29614	NC_076534	2772344	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/545/GCF_023119545.1_ASM2311954v1
29615	NC_076535	2840185	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/555/GCF_023119555.1_ASM2311955v1
29616	NC_076552	1087071	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/725/GCF_023119725.1_ASM2311972v1
29617	NC_076553	1092459	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/735/GCF_023119735.1_ASM2311973v1
29618	NC_076554	1136061	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/745/GCF_023119745.1_ASM2311974v1
29619	NC_076555	1133727	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/755/GCF_023119755.1_ASM2311975v1
29620	NC_076556	1279099	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/765/GCF_023119765.1_ASM2311976v1
29621	NC_076557	1279100	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/775/GCF_023119775.1_ASM2311977v1
29622	NC_076558	1387879	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/785/GCF_023119785.1_ASM2311978v1
29623	NC_076559	1461368	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/795/GCF_023119795.1_ASM2311979v1
29624	NC_076560	1387983	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/119/805/GCF_023119805.1_ASM2311980v1
29625	NC_076561	1387984	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/035/GCF_023120035.1_ASM2312003v1
29626	NC_076563	1452530	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/055/GCF_023120055.1_ASM2312005v1
29627	NC_076564	1459667	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/065/GCF_023120065.1_ASM2312006v1
29628	NC_076565	N/A	N/A
29629	NC_076566	N/A	N/A
29630	NC_076567	1435447	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/095/GCF_023120095.1_ASM2312009v1
29631	NC_076568	1491780	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/105/GCF_023120105.1_ASM2312010v1
29632	NC_076569	N/A	N/A
29633	NC_076570	N/A	N/A
29634	NC_076571	N/A	N/A
29635	NC_076572	1521172	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/145/GCF_023120145.1_ASM2312014v1
29636	NC_076574	1561961	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/165/GCF_023120165.1_ASM2312016v1
29637	NC_076575	1676469	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/175/GCF_023120175.1_ASM2312017v1
29638	NC_076583	1708488	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/255/GCF_023120255.1_ASM2312025v1
29639	NC_076586	1736767	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/285/GCF_023120285.1_de-novo
29640	NC_076587	1859165	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/295/GCF_023120295.1_ASM2312029v1
29641	NC_076588	1859166	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/305/GCF_023120305.1_ASM2312030v1
29642	NC_076589	1964428	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/315/GCF_023120315.1_ASM2312031v1
29643	NC_076590	1980986	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/325/GCF_023120325.1_ASM2312032v1
29644	NC_076591	1903427	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/335/GCF_023120335.1_ASM2312033v1
29645	NC_076592	N/A	N/A
29646	NC_076593	1945740	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/355/GCF_023120355.1_ASM2312035v1
29647	NC_076594	1945741	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/365/GCF_023120365.1_ASM2312036v1
29648	NC_076595	1945739	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/375/GCF_023120375.1_ASM2312037v1
29649	NC_076596	1945747	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/385/GCF_023120385.1_ASM2312038v1
29650	NC_076597	1497434	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/395/GCF_023120395.1_ASM2312039v1
29651	NC_076598	N/A	N/A
29652	NC_076599	1849538	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/415/GCF_023120415.1_ASM2312041v1
29653	NC_076600	2056547	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/425/GCF_023120425.1_ASM2312042v1
29654	NC_076601	2056548	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/435/GCF_023120435.1_ASM2312043v1
29655	NC_076602	2056549	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/445/GCF_023120445.1_ASM2312044v1
29656	NC_076603	2108357	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/455/GCF_023120455.1_ASM2312045v1
29657	NC_076604	2364128	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/465/GCF_023120465.1_ASM2312046v1
29658	NC_076605	2486281	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/475/GCF_023120475.1_ASM2312047v1
29659	NC_076606	2599303	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/485/GCF_023120485.1_ASM2312048v1
29660	NC_076607	2590572	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/495/GCF_023120495.1_ASM2312049v1
29661	NC_076608	2684266	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/505/GCF_023120505.1_ASM2312050v1
29662	NC_076609	2715689	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/515/GCF_023120515.1_ASM2312051v1
29663	NC_076610	2760003	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/120/525/GCF_023120525.1_ASM2312052v1
29664	NC_076611	2776145	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/645/GCF_023122645.1_ASM2312264v1
29665	NC_076612	2776808	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/705/GCF_023122705.1_ASM2312270v1
29666	NC_076613	2801155	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/715/GCF_023122715.1_ASM2312271v1
29667	NC_076615	2086641	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/735/GCF_023122735.1_ASM2312273v1
29668	NC_076616	2086642	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/745/GCF_023122745.1_ASM2312274v1
29669	NC_076621	2029516	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/795/GCF_023122795.1_ASM2312279v1
29670	NC_076622	2086643	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/805/GCF_023122805.1_ASM2312280v1
29671	NC_076623	1678145	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/815/GCF_023122815.1_ASM2312281v1
29672	NC_076624	N/A	N/A
29673	NC_076625	N/A	N/A
29674	NC_076626	N/A	N/A
29675	NC_076627	3071315	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/855/GCF_023122855.1_ASM2312285v1
29676	NC_076628	2080450	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/865/GCF_023122865.1_ASM2312286v1
29677	NC_076629	N/A	N/A
29678	NC_076630	1908380	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/885/GCF_023122885.1_ASM2312288v1
29679	NC_076631	2358294	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/895/GCF_023122895.1_ASM2312289v1
29680	NC_076632	2259786	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/905/GCF_023122905.1_LhuPcV1
29681	NC_076633	2586033	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/915/GCF_023122915.1_ASM2312291v1
29682	NC_076634	2511840	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/925/GCF_023122925.1_ASM2312292v1
29683	NC_076635	2315578	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/935/GCF_023122935.1_ASM2312293v1
29684	NC_076636	N/A	N/A
29685	NC_076637	1705352	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/955/GCF_023122955.1_ASM2312295v1
29686	NC_076638	2248769	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/965/GCF_023122965.1_ASM2312296v1
29687	NC_076639	2490823	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/975/GCF_023122975.1_ASM2312297v1
29688	NC_076640	2490824	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/985/GCF_023122985.1_ASM2312298v1
29689	NC_076641	2490813	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/122/995/GCF_023122995.1_ASM2312299v1
29690	NC_076642	2490814	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/005/GCF_023123005.1_ASM2312300v1
29691	NC_076643	2490815	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/015/GCF_023123015.1_ASM2312301v1
29692	NC_076644	2490816	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/025/GCF_023123025.1_ASM2312302v1
29693	NC_076645	2490812	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/035/GCF_023123035.1_ASM2312303v1
29694	NC_076646	2490817	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/045/GCF_023123045.1_ASM2312304v1
29695	NC_076647	2492655	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/055/GCF_023123055.1_ASM2312305v1
29696	NC_076648	2546224	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/065/GCF_023123065.1_ASM2312306v1
29697	NC_076649	2546225	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/075/GCF_023123075.1_ASM2312307v1
29698	NC_076650	2497444	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/085/GCF_023123085.1_ASM2312308v1
29699	NC_076651	2497445	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/095/GCF_023123095.1_ASM2312309v1
29700	NC_076652	307448	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/105/GCF_023123105.1_ASM2312310v1
29701	NC_076653	2597809	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/115/GCF_023123115.1_ASM2312311v1
29702	NC_076654	2501658	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/125/GCF_023123125.1_ASM2312312v1
29703	NC_076655	2606569	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/135/GCF_023123135.1_ASM2312313v1
29704	NC_076656	N/A	N/A
29705	NC_076657	N/A	N/A
29706	NC_076658	2601605	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/165/GCF_023123165.1_AaHV1
29707	NC_076659	N/A	N/A
29708	NC_076660	2501271	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/123/185/GCF_023123185.1_ASM2312318v1
29709	NC_076661	2501272	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/095/GCF_023124095.1_ASM2312409v1
29710	NC_076662	2501273	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/125/GCF_023124125.1_ASM2312412v1
29711	NC_076663	2501280	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/155/GCF_023124155.1_ASM2312415v1
29712	NC_076664	2501216	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/165/GCF_023124165.1_ASM2312416v1
29713	NC_076665	2501219	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/195/GCF_023124195.1_ASM2312419v1
29714	NC_076666	2501220	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/205/GCF_023124205.1_ASM2312420v1
29715	NC_076667	2501221	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/215/GCF_023124215.1_ASM2312421v1
29716	NC_076668	2501222	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/225/GCF_023124225.1_ASM2312422v1
29717	NC_076669	2599414	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/235/GCF_023124235.1_ASM2312423v1
29718	NC_076670	2599416	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/245/GCF_023124245.1_ASM2312424v1
29719	NC_076671	2599417	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/255/GCF_023124255.1_ASM2312425v1
29720	NC_076672	2599418	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/265/GCF_023124265.1_ASM2312426v1
29721	NC_076673	2599421	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/275/GCF_023124275.1_ASM2312427v1
29722	NC_076674	2599422	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/285/GCF_023124285.1_ASM2312428v1
29723	NC_076675	2599423	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/295/GCF_023124295.1_ASM2312429v1
29724	NC_076676	2599425	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/305/GCF_023124305.1_ASM2312430v1
29725	NC_076677	2599428	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/315/GCF_023124315.1_ASM2312431v1
29726	NC_076678	2599429	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/325/GCF_023124325.1_ASM2312432v1
29727	NC_076679	2599430	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/335/GCF_023124335.1_ASM2312433v1
29728	NC_076680	2599431	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/345/GCF_023124345.1_ASM2312434v1
29729	NC_076681	2598975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/355/GCF_023124355.1_ASM2312435v1
29730	NC_076682	2605775	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/365/GCF_023124365.1_ASM2312436v1
29731	NC_076683	2605718	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/375/GCF_023124375.1_ASM2312437v1
29732	NC_076684	N/A	N/A
29733	NC_076685	N/A	N/A
29734	NC_076686	2571313	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/415/GCF_023124415.1_FLLV1-MaleA_sequence_assembly_from_reads_in_SRX1756843_SRX1756859_and_SRX1756863
29735	NC_076687	2562808	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/425/GCF_023124425.1_ASM2312442v1
29736	NC_076688	2599954	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/435/GCF_023124435.1_ASM2312443v1
29737	NC_076689	2599953	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/445/GCF_023124445.1_ASM2312444v1
29738	NC_076690	2599955	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/455/GCF_023124455.1_ASM2312445v1
29739	NC_076691	2599957	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/465/GCF_023124465.1_ASM2312446v1
29740	NC_076692	2594175	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/475/GCF_023124475.1_ASM2312447v1
29741	NC_076693	2587536	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/485/GCF_023124485.1_ASM2312448v1
29742	NC_076694	2587539	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/495/GCF_023124495.1_ASM2312449v1
29743	NC_076695	2587538	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/505/GCF_023124505.1_ASM2312450v1
29744	NC_076696	2597175	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/515/GCF_023124515.1_ASM2312451v1
29745	NC_076697	2587487	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/525/GCF_023124525.1_ASM2312452v1
29746	NC_076698	2613795	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/535/GCF_023124535.1_ASM2312453v1
29747	NC_076699	2557974	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/545/GCF_023124545.1_ASM2312454v1
29748	NC_076700	2557975	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/555/GCF_023124555.1_ASM2312455v1
29749	NC_076701	2557976	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/565/GCF_023124565.1_ASM2312456v1
29750	NC_076702	2557977	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/575/GCF_023124575.1_ASM2312457v1
29751	NC_076703	2557978	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/585/GCF_023124585.1_ASM2312458v1
29752	NC_076704	2557979	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/595/GCF_023124595.1_ASM2312459v1
29753	NC_076705	2557980	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/605/GCF_023124605.1_ASM2312460v1
29754	NC_076706	2714164	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/625/GCF_023124625.1_ASM2312462v1
29755	NC_076707	2714167	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/635/GCF_023124635.1_ASM2312463v1
29756	NC_076708	2714165	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/124/645/GCF_023124645.1_ASM2312464v1
29757	NC_076709	2714166	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/125/GCF_023131125.1_ASM2313112v1
29758	NC_076710	2705123	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/165/GCF_023131165.1_ASM2313116v1
29759	NC_076711	2716617	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/175/GCF_023131175.1_ASM2313117v1
29760	NC_076712	3071214	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/195/GCF_023131195.1_ASM2313119v1
29761	NC_076713	2596746	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/235/GCF_023131235.1_ASM2313123v1
29762	NC_076714	2652327	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/265/GCF_023131265.1_ASM2313126v1
29763	NC_076715	3071279	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/315/GCF_023131315.1_ASM2313131v1
29764	NC_076716	2650000	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/325/GCF_023131325.1_ASM2313132v1
29765	NC_076717	2603542	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/355/GCF_023131355.1_ASM2313135v1
29766	NC_076718	N/A	N/A
29767	NC_076719	N/A	N/A
29768	NC_076720	2598784	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/465/GCF_023131465.1_ASM2313146v1
29769	NC_076721	2604330	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/475/GCF_023131475.1_ASM2313147v1
29770	NC_076722	N/A	N/A
29771	NC_076723	N/A	N/A
29772	NC_076724	N/A	N/A
29773	NC_076725	2664558	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/585/GCF_023131585.1_ASM2313158v1
29774	NC_076726	2698666	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/625/GCF_023131625.1_ASM2313162v1
29775	NC_076727	2715795	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/635/GCF_023131635.1_ASM2313163v1
29776	NC_076728	307466	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/665/GCF_023131665.1_ASM2313166v1
29777	NC_076729	2716764	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/685/GCF_023131685.1_ASM2313168v1
29778	NC_076730	2720907	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/745/GCF_023131745.1_ASM2313174v1
29779	NC_076731	2709319	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/765/GCF_023131765.1_ASM2313176v1
29780	NC_076732	2709320	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/805/GCF_023131805.1_ASM2313180v1
29781	NC_076733	2720486	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/815/GCF_023131815.1_ASM2313181v1
29782	NC_076734	2675848	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/885/GCF_023131885.1_ASM2313188v1
29783	NC_076735	2675849	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/915/GCF_023131915.1_ASM2313191v1
29784	NC_076736	2686476	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/925/GCF_023131925.1_ASM2313192v1
29785	NC_076737	2686487	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/955/GCF_023131955.1_ASM2313195v1
29786	NC_076738	2686498	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/131/985/GCF_023131985.1_ASM2313198v1
29787	NC_076739	2686509	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/045/GCF_023132045.1_ASM2313204v1
29788	NC_076740	2686520	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/065/GCF_023132065.1_ASM2313206v1
29789	NC_076741	2686531	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/085/GCF_023132085.1_ASM2313208v1
29790	NC_076742	2686542	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/125/GCF_023132125.1_ASM2313212v1
29791	NC_076743	2686553	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/185/GCF_023132185.1_ASM2313218v1
29792	NC_076744	2686564	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/205/GCF_023132205.1_ASM2313220v1
29793	NC_076745	2686477	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/215/GCF_023132215.1_ASM2313221v1
29794	NC_076746	2686478	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/235/GCF_023132235.1_ASM2313223v1
29795	NC_076747	2686479	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/265/GCF_023132265.1_ASM2313226v1
29796	NC_076748	2686480	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/315/GCF_023132315.1_ASM2313231v1
29797	NC_076749	2686481	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/355/GCF_023132355.1_ASM2313235v1
29798	NC_076750	2686482	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/375/GCF_023132375.1_ASM2313237v1
