Index,Sequence ID,Virus Tax ID,FTP Path,RefSeq Filename,Query Length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
29800,NC_076752,2686484,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/425/GCF_023132425.1_ASM2313242v1,GCF_023132425.1_ASM2313242v1_genomic.fna,2489,2489,/Users/gboldirev1/Documents/refseq/29800_NC_076752_blast.xml,0,0,0,0,0,0,0,0,2489,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29800_NC_076752_blast_subject_array_1748966673.bin
29801,NC_076753,2686485,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/485/GCF_023132485.1_ASM2313248v1,GCF_023132485.1_ASM2313248v1_genomic.fna,2489,2489,/Users/gboldirev1/Documents/refseq/29801_NC_076753_blast.xml,0,0,0,0,0,0,0,0,2489,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29801_NC_076753_blast_subject_array_1748966673.bin
29802,NC_076754,2686486,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/515/GCF_023132515.1_ASM2313251v1,GCF_023132515.1_ASM2313251v1_genomic.fna,2470,2470,/Users/gboldirev1/Documents/refseq/29802_NC_076754_blast.xml,0,0,0,0,0,0,0,0,2470,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29802_NC_076754_blast_subject_array_1748966673.bin
29803,NC_076755,2686488,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/535/GCF_023132535.1_ASM2313253v1,GCF_023132535.1_ASM2313253v1_genomic.fna,2438,2438,/Users/gboldirev1/Documents/refseq/29803_NC_076755_blast.xml,0,0,0,0,0,0,0,0,2438,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29803_NC_076755_blast_subject_array_1748966673.bin
29804,NC_076756,2686489,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/555/GCF_023132555.1_ASM2313255v1,GCF_023132555.1_ASM2313255v1_genomic.fna,2420,2420,/Users/gboldirev1/Documents/refseq/29804_NC_076756_blast.xml,0,0,0,0,0,0,0,0,2420,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29804_NC_076756_blast_subject_array_1748966673.bin
29805,NC_076757,2686490,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/595/GCF_023132595.1_ASM2313259v1,GCF_023132595.1_ASM2313259v1_genomic.fna,2393,2393,/Users/gboldirev1/Documents/refseq/29805_NC_076757_blast.xml,0,0,0,0,0,0,0,0,2393,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29805_NC_076757_blast_subject_array_1748966673.bin
29806,NC_076758,2686491,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/132/635/GCF_023132635.1_ASM2313263v1,GCF_023132635.1_ASM2313263v1_genomic.fna,2386,2386,/Users/gboldirev1/Documents/refseq/29806_NC_076758_blast.xml,0,0,0,0,0,0,0,0,2386,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29806_NC_076758_blast_subject_array_1748966673.bin
29807,NC_076759,2686492,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/025/GCF_023138025.1_ASM2313802v1,GCF_023138025.1_ASM2313802v1_genomic.fna,2347,2347,/Users/gboldirev1/Documents/refseq/29807_NC_076759_blast.xml,0,0,0,0,0,0,0,0,2347,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29807_NC_076759_blast_subject_array_1748966673.bin
29808,NC_076760,2686493,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/035/GCF_023138035.1_ASM2313803v1,GCF_023138035.1_ASM2313803v1_genomic.fna,2339,2339,/Users/gboldirev1/Documents/refseq/29808_NC_076760_blast.xml,0,0,0,0,0,0,0,0,2339,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29808_NC_076760_blast_subject_array_1748966673.bin
29809,NC_076761,2686494,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/045/GCF_023138045.1_ASM2313804v1,GCF_023138045.1_ASM2313804v1_genomic.fna,2329,2329,/Users/gboldirev1/Documents/refseq/29809_NC_076761_blast.xml,0,0,0,0,0,0,0,0,2329,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29809_NC_076761_blast_subject_array_1748966673.bin
29810,NC_076762,2686495,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/055/GCF_023138055.1_ASM2313805v1,GCF_023138055.1_ASM2313805v1_genomic.fna,2315,2315,/Users/gboldirev1/Documents/refseq/29810_NC_076762_blast.xml,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29810_NC_076762_blast_subject_array_1748966673.bin
29811,NC_076763,2686497,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/065/GCF_023138065.1_ASM2313806v1,GCF_023138065.1_ASM2313806v1_genomic.fna,3729,3729,/Users/gboldirev1/Documents/refseq/29811_NC_076763_blast.xml,0,0,0,0,0,0,0,0,3729,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29811_NC_076763_blast_subject_array_1748966673.bin
29812,NC_076764,2686503,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/075/GCF_023138075.1_ASM2313807v1,GCF_023138075.1_ASM2313807v1_genomic.fna,2548,2548,/Users/gboldirev1/Documents/refseq/29812_NC_076764_blast.xml,0,0,0,0,0,0,0,0,2548,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29812_NC_076764_blast_subject_array_1748966673.bin
29813,NC_076765,2686504,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/085/GCF_023138085.1_ASM2313808v1,GCF_023138085.1_ASM2313808v1_genomic.fna,2434,2434,/Users/gboldirev1/Documents/refseq/29813_NC_076765_blast.xml,0,0,0,0,0,0,0,0,2434,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29813_NC_076765_blast_subject_array_1748966673.bin
29814,NC_076766,2686505,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/095/GCF_023138095.1_ASM2313809v1,GCF_023138095.1_ASM2313809v1_genomic.fna,2357,2357,/Users/gboldirev1/Documents/refseq/29814_NC_076766_blast.xml,0,0,0,0,0,0,0,0,2357,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29814_NC_076766_blast_subject_array_1748966673.bin
29815,NC_076767,2686506,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/105/GCF_023138105.1_ASM2313810v1,GCF_023138105.1_ASM2313810v1_genomic.fna,2352,2352,/Users/gboldirev1/Documents/refseq/29815_NC_076767_blast.xml,0,0,0,0,0,0,0,0,2352,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29815_NC_076767_blast_subject_array_1748966673.bin
29816,NC_076768,2686507,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/115/GCF_023138115.1_ASM2313811v1,GCF_023138115.1_ASM2313811v1_genomic.fna,2336,2336,/Users/gboldirev1/Documents/refseq/29816_NC_076768_blast.xml,0,0,0,0,0,0,0,0,2336,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29816_NC_076768_blast_subject_array_1748966673.bin
29817,NC_076769,2686508,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/125/GCF_023138125.1_ASM2313812v1,GCF_023138125.1_ASM2313812v1_genomic.fna,2315,2315,/Users/gboldirev1/Documents/refseq/29817_NC_076769_blast.xml,0,0,0,0,0,0,0,0,2315,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29817_NC_076769_blast_subject_array_1748966673.bin
29818,NC_076770,2686510,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/135/GCF_023138135.1_ASM2313813v1,GCF_023138135.1_ASM2313813v1_genomic.fna,2215,2215,/Users/gboldirev1/Documents/refseq/29818_NC_076770_blast.xml,0,0,0,0,0,0,0,0,2215,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29818_NC_076770_blast_subject_array_1748966673.bin
29819,NC_076771,2686511,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/145/GCF_023138145.1_ASM2313814v1,GCF_023138145.1_ASM2313814v1_genomic.fna,2206,2206,/Users/gboldirev1/Documents/refseq/29819_NC_076771_blast.xml,0,0,0,0,0,0,0,0,2206,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29819_NC_076771_blast_subject_array_1748966673.bin
29820,NC_076772,2686512,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/155/GCF_023138155.1_ASM2313815v1,GCF_023138155.1_ASM2313815v1_genomic.fna,2170,2170,/Users/gboldirev1/Documents/refseq/29820_NC_076772_blast.xml,0,0,0,0,0,0,0,0,2170,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29820_NC_076772_blast_subject_array_1748966673.bin
29821,NC_076773,2686513,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/165/GCF_023138165.1_ASM2313816v1,GCF_023138165.1_ASM2313816v1_genomic.fna,2135,2135,/Users/gboldirev1/Documents/refseq/29821_NC_076773_blast.xml,0,0,0,0,0,0,0,0,2135,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29821_NC_076773_blast_subject_array_1748966673.bin
29822,NC_076774,2686514,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/175/GCF_023138175.1_ASM2313817v1,GCF_023138175.1_ASM2313817v1_genomic.fna,2884,2884,/Users/gboldirev1/Documents/refseq/29822_NC_076774_blast.xml,0,0,0,0,0,0,0,0,2884,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29822_NC_076774_blast_subject_array_1748966673.bin
29823,NC_076775,2686515,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/185/GCF_023138185.1_ASM2313818v1,GCF_023138185.1_ASM2313818v1_genomic.fna,2736,2736,/Users/gboldirev1/Documents/refseq/29823_NC_076775_blast.xml,0,0,0,0,0,0,0,0,2736,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29823_NC_076775_blast_subject_array_1748966673.bin
29824,NC_076776,2686516,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/195/GCF_023138195.1_ASM2313819v1,GCF_023138195.1_ASM2313819v1_genomic.fna,2668,2668,/Users/gboldirev1/Documents/refseq/29824_NC_076776_blast.xml,0,0,0,0,0,0,0,0,2668,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29824_NC_076776_blast_subject_array_1748966673.bin
29825,NC_076777,2686517,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/205/GCF_023138205.1_ASM2313820v1,GCF_023138205.1_ASM2313820v1_genomic.fna,2475,2475,/Users/gboldirev1/Documents/refseq/29825_NC_076777_blast.xml,0,0,0,0,0,0,0,0,2475,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29825_NC_076777_blast_subject_array_1748966673.bin
29826,NC_076778,2686518,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/215/GCF_023138215.1_ASM2313821v1,GCF_023138215.1_ASM2313821v1_genomic.fna,2451,2451,/Users/gboldirev1/Documents/refseq/29826_NC_076778_blast.xml,0,0,0,0,0,0,0,0,2451,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29826_NC_076778_blast_subject_array_1748966673.bin
29827,NC_076779,2686519,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/235/GCF_023138235.1_ASM2313823v1,GCF_023138235.1_ASM2313823v1_genomic.fna,2412,2412,/Users/gboldirev1/Documents/refseq/29827_NC_076779_blast.xml,0,0,0,0,0,0,0,0,2412,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29827_NC_076779_blast_subject_array_1748966673.bin
29828,NC_076780,2686521,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/245/GCF_023138245.1_ASM2313824v1,GCF_023138245.1_ASM2313824v1_genomic.fna,2408,2408,/Users/gboldirev1/Documents/refseq/29828_NC_076780_blast.xml,0,0,0,0,0,0,0,0,2408,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29828_NC_076780_blast_subject_array_1748966673.bin
29829,NC_076781,2686522,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/255/GCF_023138255.1_ASM2313825v1,GCF_023138255.1_ASM2313825v1_genomic.fna,2308,2308,/Users/gboldirev1/Documents/refseq/29829_NC_076781_blast.xml,0,0,0,0,0,0,0,0,2308,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29829_NC_076781_blast_subject_array_1748966673.bin
29830,NC_076782,2686523,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/265/GCF_023138265.1_ASM2313826v1,GCF_023138265.1_ASM2313826v1_genomic.fna,2823,2823,/Users/gboldirev1/Documents/refseq/29830_NC_076782_blast.xml,0,0,0,0,0,0,0,0,2823,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29830_NC_076782_blast_subject_array_1748966673.bin
29831,NC_076783,2686524,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/275/GCF_023138275.1_ASM2313827v1,GCF_023138275.1_ASM2313827v1_genomic.fna,2748,2748,/Users/gboldirev1/Documents/refseq/29831_NC_076783_blast.xml,0,0,0,0,0,0,0,0,2748,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29831_NC_076783_blast_subject_array_1748966673.bin
29832,NC_076784,2686525,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/285/GCF_023138285.1_ASM2313828v1,GCF_023138285.1_ASM2313828v1_genomic.fna,2577,2577,/Users/gboldirev1/Documents/refseq/29832_NC_076784_blast.xml,0,0,0,0,0,0,0,0,2577,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29832_NC_076784_blast_subject_array_1748966673.bin
29833,NC_076785,2686526,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/295/GCF_023138295.1_ASM2313829v1,GCF_023138295.1_ASM2313829v1_genomic.fna,2568,2568,/Users/gboldirev1/Documents/refseq/29833_NC_076785_blast.xml,0,0,0,0,0,0,0,0,2568,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29833_NC_076785_blast_subject_array_1748966673.bin
29834,NC_076786,2686527,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/315/GCF_023138315.1_ASM2313831v1,GCF_023138315.1_ASM2313831v1_genomic.fna,2556,2556,/Users/gboldirev1/Documents/refseq/29834_NC_076786_blast.xml,0,0,0,0,0,0,0,0,2556,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29834_NC_076786_blast_subject_array_1748966673.bin
29835,NC_076787,2686528,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/325/GCF_023138325.1_ASM2313832v1,GCF_023138325.1_ASM2313832v1_genomic.fna,2496,2496,/Users/gboldirev1/Documents/refseq/29835_NC_076787_blast.xml,0,0,0,0,0,0,0,0,2496,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29835_NC_076787_blast_subject_array_1748966673.bin
29836,NC_076788,2686529,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/335/GCF_023138335.1_ASM2313833v1,GCF_023138335.1_ASM2313833v1_genomic.fna,2493,2493,/Users/gboldirev1/Documents/refseq/29836_NC_076788_blast.xml,0,0,0,0,0,0,0,0,2493,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29836_NC_076788_blast_subject_array_1748966673.bin
29837,NC_076789,2686530,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/345/GCF_023138345.1_ASM2313834v1,GCF_023138345.1_ASM2313834v1_genomic.fna,2363,2363,/Users/gboldirev1/Documents/refseq/29837_NC_076789_blast.xml,0,0,0,0,0,0,0,0,2363,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29837_NC_076789_blast_subject_array_1748966673.bin
29838,NC_076790,2686532,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/375/GCF_023138375.1_ASM2313837v1,GCF_023138375.1_ASM2313837v1_genomic.fna,2259,2259,/Users/gboldirev1/Documents/refseq/29838_NC_076790_blast.xml,0,0,0,0,0,0,0,0,2259,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29838_NC_076790_blast_subject_array_1748966673.bin
29839,NC_076791,2686533,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/395/GCF_023138395.1_ASM2313839v1,GCF_023138395.1_ASM2313839v1_genomic.fna,2366,2366,/Users/gboldirev1/Documents/refseq/29839_NC_076791_blast.xml,0,0,0,0,0,0,0,0,2366,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29839_NC_076791_blast_subject_array_1748966673.bin
29840,NC_076792,2686534,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/405/GCF_023138405.1_ASM2313840v1,GCF_023138405.1_ASM2313840v1_genomic.fna,2863,2863,/Users/gboldirev1/Documents/refseq/29840_NC_076792_blast.xml,0,0,0,0,0,0,0,0,2863,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29840_NC_076792_blast_subject_array_1748966673.bin
29841,NC_076793,2686535,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/415/GCF_023138415.1_ASM2313841v1,GCF_023138415.1_ASM2313841v1_genomic.fna,2851,2851,/Users/gboldirev1/Documents/refseq/29841_NC_076793_blast.xml,0,0,0,0,0,0,0,0,2851,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29841_NC_076793_blast_subject_array_1748966673.bin
29842,NC_076794,2686536,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/425/GCF_023138425.1_ASM2313842v1,GCF_023138425.1_ASM2313842v1_genomic.fna,2697,2697,/Users/gboldirev1/Documents/refseq/29842_NC_076794_blast.xml,0,0,0,0,0,0,0,0,2697,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29842_NC_076794_blast_subject_array_1748966673.bin
29843,NC_076795,2686538,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/435/GCF_023138435.1_ASM2313843v1,GCF_023138435.1_ASM2313843v1_genomic.fna,2553,2553,/Users/gboldirev1/Documents/refseq/29843_NC_076795_blast.xml,0,0,0,0,0,0,0,0,2553,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29843_NC_076795_blast_subject_array_1748966673.bin
29844,NC_076796,2686539,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/455/GCF_023138455.1_ASM2313845v1,GCF_023138455.1_ASM2313845v1_genomic.fna,2515,2515,/Users/gboldirev1/Documents/refseq/29844_NC_076796_blast.xml,0,0,0,0,0,0,0,0,2515,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29844_NC_076796_blast_subject_array_1748966673.bin
29845,NC_076797,2686540,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/465/GCF_023138465.1_ASM2313846v1,GCF_023138465.1_ASM2313846v1_genomic.fna,2505,2505,/Users/gboldirev1/Documents/refseq/29845_NC_076797_blast.xml,0,0,0,0,0,0,0,0,2505,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29845_NC_076797_blast_subject_array_1748966673.bin
29846,NC_076798,2686541,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/475/GCF_023138475.1_ASM2313847v1,GCF_023138475.1_ASM2313847v1_genomic.fna,2462,2462,/Users/gboldirev1/Documents/refseq/29846_NC_076798_blast.xml,0,0,0,0,0,0,0,0,2462,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29846_NC_076798_blast_subject_array_1748966673.bin
29847,NC_076799,2686543,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/485/GCF_023138485.1_ASM2313848v1,GCF_023138485.1_ASM2313848v1_genomic.fna,2427,2427,/Users/gboldirev1/Documents/refseq/29847_NC_076799_blast.xml,0,0,0,0,0,0,0,0,2427,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29847_NC_076799_blast_subject_array_1748966673.bin
29848,NC_076800,2686544,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/495/GCF_023138495.1_ASM2313849v1,GCF_023138495.1_ASM2313849v1_genomic.fna,2338,2338,/Users/gboldirev1/Documents/refseq/29848_NC_076800_blast.xml,0,0,0,0,0,0,0,0,2338,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29848_NC_076800_blast_subject_array_1748966673.bin
29849,NC_076801,2686545,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/505/GCF_023138505.1_ASM2313850v1,GCF_023138505.1_ASM2313850v1_genomic.fna,2339,2339,/Users/gboldirev1/Documents/refseq/29849_NC_076801_blast.xml,0,0,0,0,0,0,0,0,2339,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29849_NC_076801_blast_subject_array_1748966673.bin
29850,NC_076802,2686546,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/515/GCF_023138515.1_ASM2313851v1,GCF_023138515.1_ASM2313851v1_genomic.fna,2327,2327,/Users/gboldirev1/Documents/refseq/29850_NC_076802_blast.xml,0,0,0,0,0,0,0,0,2327,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29850_NC_076802_blast_subject_array_1748966673.bin
29851,NC_076803,2686547,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/525/GCF_023138525.1_ASM2313852v1,GCF_023138525.1_ASM2313852v1_genomic.fna,2291,2291,/Users/gboldirev1/Documents/refseq/29851_NC_076803_blast.xml,0,0,0,0,0,0,0,0,2291,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29851_NC_076803_blast_subject_array_1748966673.bin
29852,NC_076804,2686548,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/535/GCF_023138535.1_ASM2313853v1,GCF_023138535.1_ASM2313853v1_genomic.fna,2270,2270,/Users/gboldirev1/Documents/refseq/29852_NC_076804_blast.xml,0,0,0,0,0,0,0,0,2270,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29852_NC_076804_blast_subject_array_1748966673.bin
29853,NC_076805,2686549,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/545/GCF_023138545.1_ASM2313854v1,GCF_023138545.1_ASM2313854v1_genomic.fna,2247,2247,/Users/gboldirev1/Documents/refseq/29853_NC_076805_blast.xml,0,0,0,0,0,0,0,0,2247,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29853_NC_076805_blast_subject_array_1748966673.bin
29854,NC_076806,2686550,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/555/GCF_023138555.1_ASM2313855v1,GCF_023138555.1_ASM2313855v1_genomic.fna,2240,2240,/Users/gboldirev1/Documents/refseq/29854_NC_076806_blast.xml,0,0,0,0,0,0,0,0,2240,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29854_NC_076806_blast_subject_array_1748966673.bin
29855,NC_076807,2686551,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/565/GCF_023138565.1_ASM2313856v1,GCF_023138565.1_ASM2313856v1_genomic.fna,2193,2193,/Users/gboldirev1/Documents/refseq/29855_NC_076807_blast.xml,0,0,0,0,0,0,0,0,2193,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29855_NC_076807_blast_subject_array_1748966673.bin
29856,NC_076808,2686552,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/138/575/GCF_023138575.1_ASM2313857v1,GCF_023138575.1_ASM2313857v1_genomic.fna,2101,2101,/Users/gboldirev1/Documents/refseq/29856_NC_076808_blast.xml,0,0,0,0,0,0,0,0,2101,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29856_NC_076808_blast_subject_array_1748966673.bin
29857,NC_076809,2686554,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/415/GCF_023141415.1_ASM2314141v1,GCF_023141415.1_ASM2314141v1_genomic.fna,3000,3000,/Users/gboldirev1/Documents/refseq/29857_NC_076809_blast.xml,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29857_NC_076809_blast_subject_array_1748966673.bin
29858,NC_076810,2686555,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/425/GCF_023141425.1_ASM2314142v1,GCF_023141425.1_ASM2314142v1_genomic.fna,2352,2352,/Users/gboldirev1/Documents/refseq/29858_NC_076810_blast.xml,0,0,0,0,0,0,0,0,2352,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29858_NC_076810_blast_subject_array_1748966673.bin
29859,NC_076811,2686556,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/435/GCF_023141435.1_ASM2314143v1,GCF_023141435.1_ASM2314143v1_genomic.fna,3324,3324,/Users/gboldirev1/Documents/refseq/29859_NC_076811_blast.xml,0,0,0,0,0,0,0,0,3324,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29859_NC_076811_blast_subject_array_1748966673.bin
29860,NC_076812,2686557,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/455/GCF_023141455.1_ASM2314145v1,GCF_023141455.1_ASM2314145v1_genomic.fna,3111,3111,/Users/gboldirev1/Documents/refseq/29860_NC_076812_blast.xml,0,0,0,0,0,0,0,0,3111,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29860_NC_076812_blast_subject_array_1748966673.bin
29861,NC_076813,2686558,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/465/GCF_023141465.1_ASM2314146v1,GCF_023141465.1_ASM2314146v1_genomic.fna,3103,3103,/Users/gboldirev1/Documents/refseq/29861_NC_076813_blast.xml,0,0,0,0,0,0,0,0,3103,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29861_NC_076813_blast_subject_array_1748966673.bin
29862,NC_076814,2686559,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/475/GCF_023141475.1_ASM2314147v1,GCF_023141475.1_ASM2314147v1_genomic.fna,3060,3060,/Users/gboldirev1/Documents/refseq/29862_NC_076814_blast.xml,0,0,0,0,0,0,0,0,3060,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29862_NC_076814_blast_subject_array_1748966673.bin
29863,NC_076815,2686561,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/485/GCF_023141485.1_ASM2314148v1,GCF_023141485.1_ASM2314148v1_genomic.fna,2889,2889,/Users/gboldirev1/Documents/refseq/29863_NC_076815_blast.xml,0,0,0,0,0,0,0,0,2889,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29863_NC_076815_blast_subject_array_1748966673.bin
29864,NC_076816,2686562,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/141/495/GCF_023141495.1_ASM2314149v1,GCF_023141495.1_ASM2314149v1_genomic.fna,2778,2778,/Users/gboldirev1/Documents/refseq/29864_NC_076816_blast.xml,0,0,0,0,0,0,0,0,2778,0,0,0,0,0,0,/Users/gboldirev1/Documents/refseq/29864_NC_076816_blast_subject_array_1748966673.bin
