,division,assembly,bioproject,organism_name,infraspecific_name,#assembly_accession,genome_size,fasta_filename,downloaded_filename,query_length,subject_length,blast_output
,36646,GCA_002072405.1,PRJNA973687,Penicillium coprophilum,strain=IBT 35676,GCF_028826855.1,29014640,Penicillium_coprophilum_gca_002072405.ASM207240v1.dna.toplevel.fa,GCF_028826855.1_ASM2882685v1_genomic.fna.gz, 28360408, 29023283,Penicillium_coprophilum_gca_002072405.ASM207240v1.dna.toplevel.fa_vs_GCF_028826855.1_ASM2882685v1_genomic.fna_blast.xml
,367775,GCA_000185945.1,PRJNA62089,Cryptococcus gattii WM276,strain=WM276,GCF_000185945.1,18374760,Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.dna.toplevel.fa,GCF_000185945.1_ASM18594v1_genomic.fna.gz, 18374760, 18374760,Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.dna.toplevel.fa_vs_GCF_000185945.1_ASM18594v1_genomic.fna_blast.xml
,36911,GCA_001673695.2,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_001673695.ASM167369v2.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 11992787, 12128633,Clavispora_lusitaniae_gca_001673695.ASM167369v2.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml
,36911,GCA_009498055.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498055.ASM949805v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12081832, 12128633,Clavispora_lusitaniae_gca_009498055.ASM949805v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml
,36911,GCA_009498075.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498075.ASM949807v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12088036, 12128633,Clavispora_lusitaniae_gca_009498075.ASM949807v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml
,36911,GCA_009498095.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498095.ASM949809v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12103903, 12128633,Clavispora_lusitaniae_gca_009498095.ASM949809v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml
,36911,GCA_009498115.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498115.ASM949811v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12086894, 12128633,Clavispora_lusitaniae_gca_009498115.ASM949811v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml
,36911,GCA_009498135.1,PRJNA1128260,Clavispora lusitaniae,strain=FDAARGOS_655,GCF_014636115.1,12128633,Clavispora_lusitaniae_gca_009498135.ASM949813v1.dna.toplevel.fa,GCF_014636115.1_ASM1463611v1_genomic.fna.gz, 12096646, 12128633,Clavispora_lusitaniae_gca_009498135.ASM949813v1.dna.toplevel.fa_vs_GCF_014636115.1_ASM1463611v1_genomic.fna_blast.xml
,37727,GCA_009556855.1,PRJNA945037,Talaromyces marneffei,na,GCF_009556855.1,28198338,Talaromyces_marneffei_gca_009556855.ASM955685v1.dna.toplevel.fa,GCF_009556855.1_ASM955685v1_genomic.fna.gz, 28198338, 28198338,Talaromyces_marneffei_gca_009556855.ASM955685v1.dna.toplevel.fa_vs_GCF_009556855.1_ASM955685v1_genomic.fna_blast.xml
,37727,GCA_009650675.1,PRJNA945037,Talaromyces marneffei,na,GCF_009556855.1,28198338,Talaromyces_marneffei_gca_009650675.ASM965067v1.dna.toplevel.fa,GCF_009556855.1_ASM955685v1_genomic.fna.gz, 28216733, 28198338,Talaromyces_marneffei_gca_009650675.ASM965067v1.dna.toplevel.fa_vs_GCF_009556855.1_ASM955685v1_genomic.fna_blast.xml
,383855,GCA_000340215.1,PRJNA245146,Pseudocercospora fijiensis CIRAD86,strain=CIRAD86,GCF_000340215.1,74141167,Pseudocercospora_fijiensis_cirad86_gca_000340215.Mycfi2.dna.toplevel.fa,GCF_000340215.1_Mycfi2_genomic.fna.gz, 74141167, 74141167,Pseudocercospora_fijiensis_cirad86_gca_000340215.Mycfi2.dna.toplevel.fa_vs_GCF_000340215.1_Mycfi2_genomic.fna_blast.xml
,390896,GCA_010094035.1,PRJNA625778,Trematosphaeria pertusa,strain=CBS 122368,GCF_010094035.1,47745773,Trematosphaeria_pertusa_gca_010094035.Trepe1.dna.toplevel.fa,GCF_010094035.1_Trepe1_genomic.fna.gz, 47745773, 47745773,Trematosphaeria_pertusa_gca_010094035.Trepe1.dna.toplevel.fa_vs_GCF_010094035.1_Trepe1_genomic.fna_blast.xml
,398673,GCA_001481775.2,PRJNA342687,Trichoderma gamsii,strain=T6085,GCF_001481775.2,37908251,Trichoderma_gamsii_gca_001481775.TGAM01v2.dna.toplevel.fa,GCF_001481775.2_TGAM01v2_genomic.fna.gz, 37908251, 37908251,Trichoderma_gamsii_gca_001481775.TGAM01v2.dna.toplevel.fa_vs_GCF_001481775.2_TGAM01v2_genomic.fna_blast.xml
,40302,GCA_000988165.1,PRJNA445857,Vairimorpha ceranae,strain=PA08 1199,GCF_000988165.1,5690748,Nosema_ceranae_gca_000988165.ASM98816v1.dna.toplevel.fa,GCF_000988165.1_ASM98816v1_genomic.fna.gz, 5690748, 5690748,Nosema_ceranae_gca_000988165.ASM98816v1.dna.toplevel.fa_vs_GCF_000988165.1_ASM98816v1_genomic.fna_blast.xml
,41047,GCA_002237265.2,PRJNA495493,Aspergillus thermomutatus,strain=HMR AF 39,GCF_002237265.1,30945974,Aspergillus_thermomutatus_gca_002237265.ASM223726v2.dna.toplevel.fa,GCF_002237265.1_ASM223726v2_genomic.fna.gz, 30945974, 30945974,Aspergillus_thermomutatus_gca_002237265.ASM223726v2.dna.toplevel.fa_vs_GCF_002237265.1_ASM223726v2_genomic.fna_blast.xml
,41067,GCA_002847045.1,PRJNA453588,Aspergillus candidus,strain=CBS 102.13,GCF_002847045.1,27317772,Aspergillus_candidus_gca_002847045.Aspcand1.dna.toplevel.fa,GCF_002847045.1_Aspcand1_genomic.fna.gz, 27317772, 27317772,Aspergillus_candidus_gca_002847045.Aspcand1.dna.toplevel.fa_vs_GCF_002847045.1_Aspcand1_genomic.fna_blast.xml
,416450,GCA_002072345.1,PRJNA973687,Penicillium antarcticum,strain=IBT 31339,GCF_028974205.1,30836278,Penicillium_antarcticum_gca_002072345.ASM207234v1.dna.toplevel.fa,GCF_028974205.1_ASM2897420v1_genomic.fna.gz, 31454985, 30863694,Penicillium_antarcticum_gca_002072345.ASM207234v1.dna.toplevel.fa_vs_GCF_028974205.1_ASM2897420v1_genomic.fna_blast.xml
,418784,GCA_003013735.1,PRJNA453594,Candidozyma pseudohaemuli,strain=B12108,GCF_003013735.1,12591275,Candida_pseudohaemulonis.GCA003013735v1.dna.toplevel.fa,GCF_003013735.1_Cand_pseudohaemulonii_B12108_genomic.fna.gz, 12591275, 12591275,Candida_pseudohaemulonis.GCA003013735v1.dna.toplevel.fa_vs_GCF_003013735.1_Cand_pseudohaemulonii_B12108_genomic.fna_blast.xml
,420778,GCA_001006355.1,PRJNA1140289,Diplodia seriata,strain=FDS-637,GCF_021436955.1,37536239,Diplodia_seriata_gca_001006355.UCDDS831v0.1.dna.toplevel.fa,GCF_021436955.1_ASM2143695v3_genomic.fna.gz, 37120944, 37536239,Diplodia_seriata_gca_001006355.UCDDS831v0.1.dna.toplevel.fa_vs_GCF_021436955.1_ASM2143695v3_genomic.fna_blast.xml
,42260,GCA_013402915.1,PRJNA670754,Zygotorulaspora mrakii,strain=NRRL Y-6702,GCF_013402915.1,10412516,Zygotorulaspora_mrakii_gca_013402915.ASM1340291v1.dna.toplevel.fa,GCF_013402915.1_ASM1340291v1_genomic.fna.gz, 10450160, 10450160,Zygotorulaspora_mrakii_gca_013402915.ASM1340291v1.dna.toplevel.fa_vs_GCF_013402915.1_ASM1340291v1_genomic.fna_blast.xml
,426428,GCA_000149955.2,PRJNA342688,Fusarium oxysporum f. sp. lycopersici 4287,strain=4287,GCF_000149955.1,61386934,Fusarium_oxysporum_f_sp_lycopersici_4287_gca_000149955.ASM14995v2.dna.toplevel.fa,GCF_000149955.1_ASM14995v2_genomic.fna.gz, 61471697, 61386934,Fusarium_oxysporum_f_sp_lycopersici_4287_gca_000149955.ASM14995v2.dna.toplevel.fa_vs_GCF_000149955.1_ASM14995v2_genomic.fna_blast.xml
,431241,GCA_000167675.2,PRJNA225530,Trichoderma reesei QM6a,strain=QM6a,GCF_000167675.1,33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa,GCF_000167675.1_v2.0_genomic.fna.gz, 33395713, 33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa_vs_GCF_000167675.1_v2.0_genomic.fna_blast.xml
,431241,GCA_000167675.2,PRJNA225530,Trichoderma reesei QM6a,strain=QM6a,GCF_000167675.1,33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa,GCF_000167675.1_v2.0_genomic.fna.gz, 33395713, 33395713,Trichoderma_reesei.GCA000167675v2.dna.toplevel.fa_vs_GCF_000167675.1_v2.0_genomic.fna_blast.xml
,441959,GCA_000003125.1,PRJNA38857,Talaromyces stipitatus ATCC 10500,strain=ATCC 10500,GCF_000003125.1,35685443,Talaromyces_stipitatus_atcc_10500_gca_000003125.JCVI-TSTA1-3.0.dna.toplevel.fa,GCF_000003125.1_JCVI-TSTA1-3.0_genomic.fna.gz, 35685443, 35685443,Talaromyces_stipitatus_atcc_10500_gca_000003125.JCVI-TSTA1-3.0.dna.toplevel.fa_vs_GCF_000003125.1_JCVI-TSTA1-3.0_genomic.fna_blast.xml
,443226,GCA_000170175.2,PRJNA1128268,Coccidioides posadasii str. Silveira,strain=Silveira,GCF_018416015.2,28193268,Coccidioides_posadasii_str_silveira_gca_000170175.CPS2.dna.toplevel.fa,GCF_018416015.2_ASM1841601v2_genomic.fna.gz, 27583241, 28193268,Coccidioides_posadasii_str_silveira_gca_000170175.CPS2.dna.toplevel.fa_vs_GCF_018416015.2_ASM1841601v2_genomic.fna_blast.xml
,447093,GCA_000150115.1,PRJNA786948,Histoplasma capsulatum G186AR,strain=G186AR,GCF_000150115.1,30438878,Histoplasma_capsulatum_g186ar_gca_000150115.ASM15011v1.dna.toplevel.fa,GCF_000150115.1_ASM15011v1_genomic.fna.gz, 30483324, 30483324,Histoplasma_capsulatum_g186ar_gca_000150115.ASM15011v1.dna.toplevel.fa_vs_GCF_000150115.1_ASM15011v1_genomic.fna_blast.xml
,45133,GCA_008931885.1,PRJNA645153,Lasiodiplodia theobromae,strain=AM2As,GCF_012971845.1,43694574,Lasiodiplodia_theobromae_gca_008931885.ASM893188v1.dna.toplevel.fa,GCF_012971845.1_ASM1297184v1_genomic.fna.gz, 43925353, 43694574,Lasiodiplodia_theobromae_gca_008931885.ASM893188v1.dna.toplevel.fa_vs_GCF_012971845.1_ASM1297184v1_genomic.fna_blast.xml
,45151,GCA_003171545.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003171545.PtrARCrossB10.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 33774030, 40922052,Pyrenophora_tritici_repentis_gca_003171545.PtrARCrossB10.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml
,45151,GCA_003231325.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231325.Ptr134.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34046531, 40922052,Pyrenophora_tritici_repentis_gca_003231325.Ptr134.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml
,45151,GCA_003231345.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231345.Ptr5213.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34183844, 40922052,Pyrenophora_tritici_repentis_gca_003231345.Ptr5213.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml
,45151,GCA_003231355.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231355.Ptr11137.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 33921061, 40922052,Pyrenophora_tritici_repentis_gca_003231355.Ptr11137.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml
,45151,GCA_003231365.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231365.Ptr239.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34483177, 40922052,Pyrenophora_tritici_repentis_gca_003231365.Ptr239.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml
,45151,GCA_003231425.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_003231425.Ptr86-124.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 34439723, 40922052,Pyrenophora_tritici_repentis_gca_003231425.Ptr86-124.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml
,45151,GCA_008692205.1,PRJNA1128263,Pyrenophora tritici-repentis,strain=M4,GCF_003171515.1,40738834,Pyrenophora_tritici_repentis_gca_008692205.Ptr_V0001.dna.toplevel.fa,GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna.gz, 40408077, 40922052,Pyrenophora_tritici_repentis_gca_008692205.Ptr_V0001.dna.toplevel.fa_vs_GCF_003171515.1_CUR_PTRM4_2.2_genomic.fna_blast.xml
,45357,GCA_002926055.1,PRJNA479898,Candidozyma haemuli,strain=B11899,GCF_002926055.2,13274804,Candida_haemuloni.GCA002926055v1.dna.toplevel.fa,GCF_002926055.2_CanHae_1.0_genomic.fna.gz, 13314323, 13314323,Candida_haemuloni.GCA002926055v1.dna.toplevel.fa_vs_GCF_002926055.2_CanHae_1.0_genomic.fna_blast.xml
,45607,GCA_002251995.2,PRJNA453587,Wickerhamiella sorbophila,strain=DS02,GCF_002251995.1,8129113,Wickerhamiella_sorbophila_gca_002251995.ASM225199v2.dna.toplevel.fa,GCF_002251995.1_ASM225199v2_genomic.fna.gz, 8152740, 8152740,Wickerhamiella_sorbophila_gca_002251995.ASM225199v2.dna.toplevel.fa_vs_GCF_002251995.1_ASM225199v2_genomic.fna_blast.xml
,456999,GCA_001286725.1,PRJNA727464,Rhizoctonia solani,strain=AG-1 IA,GCF_016906535.1,40703773,Rhizoctonia_solani_gca_001286725.AG22IIIB.dna.toplevel.fa,GCF_016906535.1_ASM1690653v1_genomic.fna.gz, 56028462, 40703773,Rhizoctonia_solani_gca_001286725.AG22IIIB.dna.toplevel.fa_vs_GCF_016906535.1_ASM1690653v1_genomic.fna_blast.xml
,460523,GCA_001664045.1,PRJNA342693,Ogataea polymorpha,strain=NCYC 495 leu1.1,GCF_001664045.1,8974371,Ogataea_polymorpha_gca_001664045.Hanpo2.dna.toplevel.fa,GCF_001664045.1_Hanpo2_genomic.fna.gz, 8974371, 8974371,Ogataea_polymorpha_gca_001664045.Hanpo2.dna.toplevel.fa_vs_GCF_001664045.1_Hanpo2_genomic.fna_blast.xml
,470096,GCA_010093815.1,PRJNA625776,Pseudovirgaria hyperparasitica,strain=CBS 121739,GCF_010093815.1,35440147,Pseudovirgaria_hyperparasitica_gca_010093815.Psehy1.dna.toplevel.fa,GCF_010093815.1_Psehy1_genomic.fna.gz, 35440147, 35440147,Pseudovirgaria_hyperparasitica_gca_010093815.Psehy1.dna.toplevel.fa_vs_GCF_010093815.1_Psehy1_genomic.fna_blast.xml
,48254,GCA_013694445.1,PRJNA670758,Torulaspora globosa,strain=CBS764,GCF_014133895.1,9281121,Torulaspora_globosa_gca_013694445.ASM1369444v1.dna.toplevel.fa,GCF_014133895.1_ASM1413389v1_genomic.fna.gz, 9264691, 9281121,Torulaspora_globosa_gca_013694445.ASM1369444v1.dna.toplevel.fa_vs_GCF_014133895.1_ASM1413389v1_genomic.fna_blast.xml
,48254,GCA_014133895.1,PRJNA670758,Torulaspora globosa,strain=CBS764,GCF_014133895.1,9281121,Torulaspora_globosa_gca_014133895.ASM1413389v1.dna.toplevel.fa,GCF_014133895.1_ASM1413389v1_genomic.fna.gz, 9281121, 9281121,Torulaspora_globosa_gca_014133895.ASM1413389v1.dna.toplevel.fa_vs_GCF_014133895.1_ASM1413389v1_genomic.fna_blast.xml
,486041,GCA_000143565.1,PRJNA29019,Laccaria bicolor S238N-H82,strain=S238N-H82,GCF_000143565.1,64877444,Laccaria_bicolor_s238n_h82_gca_000143565.V1.0.dna.toplevel.fa,GCF_000143565.1_V1.0_genomic.fna.gz, 64877444, 64877444,Laccaria_bicolor_s238n_h82_gca_000143565.V1.0.dna.toplevel.fa_vs_GCF_000143565.1_V1.0_genomic.fna_blast.xml
,4909,GCA_000764455.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_000764455.ASM76445v1.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 12940563, 10812555,Pichia_kudriavzevii_gca_000764455.ASM76445v1.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml
,4909,GCA_001983325.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_001983325.ASM198332v1.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 11679144, 10812555,Pichia_kudriavzevii_gca_001983325.ASM198332v1.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml
,4909,GCA_002166775.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_002166775.Cand_krus_Ckrusei653_V21.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 10910993, 10812555,Pichia_kudriavzevii_gca_002166775.Cand_krus_Ckrusei653_V21.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml
,4909,GCA_003054445.1,PRJNA545694,Pichia kudriavzevii,strain=CBS573,GCF_003054445.1,10812555,Pichia_kudriavzevii_gca_003054445.ASM305444v1.dna.toplevel.fa,GCF_003054445.1_ASM305444v1_genomic.fna.gz, 10863895, 10812555,Pichia_kudriavzevii_gca_003054445.ASM305444v1.dna.toplevel.fa_vs_GCF_003054445.1_ASM305444v1_genomic.fna_blast.xml
,4956,GCA_000026365.1,PRJNA39573,Zygosaccharomyces rouxii,strain=CBS 732,GCF_000026365.1,9764635,Zygosaccharomyces_rouxii_gca_000026365.ASM2636v1.dna.toplevel.fa,GCF_000026365.1_ASM2636v1_genomic.fna.gz, 9764635, 9764635,Zygosaccharomyces_rouxii_gca_000026365.ASM2636v1.dna.toplevel.fa_vs_GCF_000026365.1_ASM2636v1_genomic.fna_blast.xml
,4956,GCA_001972345.1,PRJNA39573,Zygosaccharomyces rouxii,strain=CBS 732,GCF_000026365.1,9764635,Zygosaccharomyces_rouxii_gca_001972345.ZYGR_assembly01.dna.toplevel.fa,GCF_000026365.1_ASM2636v1_genomic.fna.gz, 19269454, 9764635,Zygosaccharomyces_rouxii_gca_001972345.ZYGR_assembly01.dna.toplevel.fa_vs_GCF_000026365.1_ASM2636v1_genomic.fna_blast.xml
,498019,GCA_001189475.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_001189475.ASM118947v1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12498763, 12249773,_candida_auris_gca_001189475.ASM118947v1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml
,498019,GCA_002759435.2,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,Candida_auris.GCA002759435v2.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12365959, 12249773,Candida_auris.GCA002759435v2.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml
,498019,GCA_002775015.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_002775015.Cand_auris_B11221_V1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12741178, 12249773,_candida_auris_gca_002775015.Cand_auris_B11221_V1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml
,498019,GCA_003014415.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_003014415.Cand_auris_B11243.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12354602, 12249773,_candida_auris_gca_003014415.Cand_auris_B11243.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml
,498019,GCA_003013715.2,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_003013715.ASM301371v2.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12249773, 12249773,_candida_auris_gca_003013715.ASM301371v2.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml
,498019,GCA_008275145.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_008275145.ASM827514v1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12431639, 12249773,_candida_auris_gca_008275145.ASM827514v1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml
,498019,GCA_007168705.1,PRJNA535510,Candidozyma auris,strain=B11220,GCF_003013715.1,12249773,_candida_auris_gca_007168705.ASM716870v1.dna.toplevel.fa,GCF_003013715.1_ASM301371v2_genomic.fna.gz, 12098315, 12249773,_candida_auris_gca_007168705.ASM716870v1.dna.toplevel.fa_vs_GCF_003013715.1_ASM301371v2_genomic.fna_blast.xml
,4999,GCA_002102565.1,PRJNA396742,Kockovaella imperatae,strain=NRRL Y-17943,GCF_002102565.1,17465713,Kockovaella_imperatae_gca_002102565.Kocim1.dna.toplevel.fa,GCF_002102565.1_Kocim1_genomic.fna.gz, 17465713, 17465713,Kockovaella_imperatae_gca_002102565.Kocim1.dna.toplevel.fa_vs_GCF_002102565.1_Kocim1_genomic.fna_blast.xml
,500148,GCA_013426205.1,PRJNA1128270,Metarhizium brunneum,strain=4556,GCF_013426205.1,37771916,Metarhizium_brunneum_gca_013426205.ASM1342620v1.dna.toplevel.fa,GCF_013426205.1_ASM1342620v1_genomic.fna.gz, 37796881, 37771916,Metarhizium_brunneum_gca_013426205.ASM1342620v1.dna.toplevel.fa_vs_GCF_013426205.1_ASM1342620v1_genomic.fna_blast.xml
,5007,GCA_900496985.1,PRJNA691332,Brettanomyces bruxellensis,strain=UCD 2041,GCF_011074885.1,13150648,Brettanomyces_bruxellensis_gca_900496985.dekkera_v2.dna.toplevel.fa,GCF_011074885.1_ASM1107488v2_genomic.fna.gz, 13999526, 13150648,Brettanomyces_bruxellensis_gca_900496985.dekkera_v2.dna.toplevel.fa_vs_GCF_011074885.1_ASM1107488v2_genomic.fna_blast.xml
,5007,GCA_902155815.1,PRJNA691332,Brettanomyces bruxellensis,strain=UCD 2041,GCF_011074885.1,13150648,Brettanomyces_bruxellensis_gca_902155815.DEBR_UMY321v1.dna.toplevel.fa,GCF_011074885.1_ASM1107488v2_genomic.fna.gz, 12966320, 13150648,Brettanomyces_bruxellensis_gca_902155815.DEBR_UMY321v1.dna.toplevel.fa_vs_GCF_011074885.1_ASM1107488v2_genomic.fna_blast.xml
,502779,GCA_000150705.2,PRJNA48325,Paracoccidioides lutzii Pb01,strain=Pb01,GCF_000150705.2,32925248,Paracoccidioides_sp_lutzii_pb01_gca_000150705.Paracocci_br_Pb01_V2.dna.toplevel.fa,GCF_000150705.2_Paracocci_br_Pb01_V2_genomic.fna.gz, 32925248, 32925248,Paracoccidioides_sp_lutzii_pb01_gca_000150705.Paracocci_br_Pb01_V2.dna.toplevel.fa_vs_GCF_000150705.2_Paracocci_br_Pb01_V2_genomic.fna_blast.xml
,502780,GCA_000150735.2,PRJNA264517,Paracoccidioides brasiliensis Pb18,strain=Pb18,GCF_000150735.1,29952540,Paracoccidioides_brasiliensis_pb18_gca_000150735.Paracocci_br_Pb18_V2.dna.toplevel.fa,GCF_000150735.1_Paracocci_br_Pb18_V2_genomic.fna.gz, 29952540, 29952540,Paracoccidioides_brasiliensis_pb18_gca_000150735.Paracocci_br_Pb18_V2.dna.toplevel.fa_vs_GCF_000150735.1_Paracocci_br_Pb18_V2_genomic.fna_blast.xml
,5068,GCA_013340325.1,PRJNA645154,Aspergillus tubingensis,strain=WU-2223L,GCF_013340325.1,35047229,Aspergillus_tubingensis_gca_013340325.ASM1334032v1.dna.toplevel.fa,GCF_013340325.1_ASM1334032v1_genomic.fna.gz, 35047229, 35047229,Aspergillus_tubingensis_gca_013340325.ASM1334032v1.dna.toplevel.fa_vs_GCF_013340325.1_ASM1334032v1_genomic.fna_blast.xml
,5076,GCA_000710275.1,PRJNA973687,Penicillium chrysogenum,strain=IBT 35668,GCF_028827035.1,32379777,Penicillium_chrysogenum_gca_000710275.ASM71027v1.dna.toplevel.fa,GCF_028827035.1_ASM2882703v1_genomic.fna.gz, 32525541, 32406793,Penicillium_chrysogenum_gca_000710275.ASM71027v1.dna.toplevel.fa_vs_GCF_028827035.1_ASM2882703v1_genomic.fna_blast.xml
,5078,GCA_001561935.1,PRJNA721990,Penicillium griseofulvum,strain=PG3,GCF_001561935.1,29140916,Penicillium_griseofulvum_gca_001561935.ASM156193v1.dna.toplevel.fa,GCF_001561935.1_ASM156193v1_genomic.fna.gz, 29140916, 29140916,Penicillium_griseofulvum_gca_001561935.ASM156193v1.dna.toplevel.fa_vs_GCF_001561935.1_ASM156193v1_genomic.fna_blast.xml
,510951,GCA_000213175.1,PRJNA264105,Neurospora tetrasperma FGSC 2508,strain=FGSC 2508,GCF_000213175.1,39146333,Neurospora_tetrasperma_fgsc_2508_gca_000213175.v2.0.dna.toplevel.fa,GCF_000213175.1_v2.0_genomic.fna.gz, 39146333, 39146333,Neurospora_tetrasperma_fgsc_2508_gca_000213175.v2.0.dna.toplevel.fa_vs_GCF_000213175.1_v2.0_genomic.fna_blast.xml
